AVAPS-T02 STA 231050749 240818 104946.50
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS
AVAPS-D02 P00 231050749 240818 105009.75  872.58  28.48  27.89  61.94 259.06  -0.04  -27.413344  13.673714 99999.00  12  27.89 999.00  12  0.11 13329.08
AVAPS-D02 P10 231050749 240818 105010.00 9999.00  99.00 999.00  61.94 259.05  -0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105010.25  872.52  28.47  27.91  61.94 259.05  -0.02  -27.414398  13.673163 99999.00  12  27.91 999.00  12  0.11 13329.36
AVAPS-D02 P10 231050749 240818 105010.50 9999.00  99.00 999.00  61.94 259.05  -0.05  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105010.75  872.58  28.47  27.91  61.94 259.06  -0.05  -27.415453  13.672613 99999.00  12  27.91 999.00  12  0.11 13329.54
AVAPS-D02 P10 231050749 240818 105011.00 9999.00  99.00 999.00  61.94 259.04  -0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105011.25  872.61  28.47  27.87  61.95 259.06  -0.32  -27.416507  13.672063 99999.00  12  27.87 999.00  12  0.11 13329.74
AVAPS-D02 P10 231050749 240818 105011.50 9999.00  99.00 999.00  61.91 259.04   0.24  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105011.75  872.66  28.47  27.85  61.94 259.04  -0.10  -27.417561  13.671513 99999.00  12  27.85 999.00  12  0.12 13329.83
AVAPS-D02 P10 231050749 240818 105012.00 9999.00  99.00 999.00  61.94 259.06  -0.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105012.25  872.66  28.47  27.90  61.93 259.05  -0.10  -27.418616  13.670963 99999.00  12  27.90 999.00  12  0.12 13329.91
AVAPS-D02 P10 231050749 240818 105012.50 9999.00  99.00 999.00  61.93 259.05  -0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105012.75  872.62  28.47  27.88  61.94 259.06  -0.19  -27.419670  13.670413 99999.00  12  27.88 999.00  12  0.12 13329.95
AVAPS-D02 P10 231050749 240818 105013.00 9999.00  99.00 999.00  61.94 259.08  -0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105013.25  872.84  28.47  27.89  61.94 259.06  -0.20  -27.420725  13.669864 99999.00  12  27.89 999.00  12  0.12 13329.90
AVAPS-D02 P10 231050749 240818 105013.50 9999.00  99.00 999.00  61.94 259.07  -0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105013.75  872.73  28.46  27.89  61.94 259.09  -0.20  -27.421779  13.669315 99999.00  12  27.89 999.00  12  0.12 13329.81
AVAPS-D02 P10 231050749 240818 105014.00 9999.00  99.00 999.00  61.94 259.05  -0.25  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105014.25  872.63  28.46  27.91  61.94 259.09  -0.23  -27.422834  13.668765 99999.00  12  27.91 999.00  12  0.12 13329.78
AVAPS-D02 P10 231050749 240818 105014.50 9999.00  99.00 999.00  61.93 259.06  -0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105014.75  872.71  28.47  27.87  61.93 259.07  -0.23  -27.423888  13.668215 99999.00  12  27.87 999.00  12  0.12 13329.75
AVAPS-D02 P10 231050749 240818 105015.00 9999.00  99.00 999.00  61.93 259.09  -0.15  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D02 P00 231050749 240818 105015.25  872.68  28.46  27.90  61.93 259.09  -0.25  -27.424943  13.667665 99999.00  12  27.90 999.00  12  0.11 13329.69
AVAPS-D02 P10 231050749 240818 105015.50 9999.00  99.00 999.00  61.93 259.09  -0.23  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105015.75  872.69  28.46  27.90  61.93 259.07  -0.23  -27.425997  13.667115 99999.00  12  27.90 999.00  12  0.11 13329.61
AVAPS-D02 P10 231050749 240818 105016.00 9999.00  99.00 999.00  61.93 259.08  -0.19  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105016.25  872.72  28.46  27.91  61.93 259.10  -0.16  -27.427051  13.666566 99999.00  12  27.91 999.00  12  0.11 13329.51
AVAPS-D02 P10 231050749 240818 105016.50 9999.00  99.00 999.00  61.93 259.10  -0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105016.75  872.84  28.46  27.90  61.94 259.10  -0.42  -27.428106  13.666016 99999.00  12  27.90 999.00  12  0.11 13329.47
AVAPS-D02 P10 231050749 240818 105017.00 9999.00  99.00 999.00  61.93 259.09  -0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105017.25  872.85  28.46  27.88  61.92 259.11  -0.08  -27.429160  13.665467 99999.00  12  27.88 999.00  12  0.11 13329.33
AVAPS-D02 P10 231050749 240818 105017.50 9999.00  99.00 999.00  61.93 259.10  -0.13  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105017.75  872.81  28.46  27.88  61.93 259.11  -0.11  -27.430215  13.664917 99999.00  12  27.88 999.00  12  0.11 13329.25
AVAPS-D02 P10 231050749 240818 105018.00 9999.00  99.00 999.00  61.92 259.11  -0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105018.25  873.03  28.46  27.90  61.93 259.11  -0.12  -27.431269  13.664367 99999.00  12  27.90 999.00  12  0.11 13329.18
AVAPS-D02 P10 231050749 240818 105018.50 9999.00  99.00 999.00  61.93 259.11  -0.13  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D02 P00 231050749 240818 105018.75  872.93  28.46  27.90  61.93 259.12  -0.14  -27.432324  13.663818 99999.00  12  27.90 999.00  12  0.16 13329.05
AVAPS-D02 P10 231050749 240818 105019.00 9999.00  99.00 999.00  61.93 259.11  -0.16  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105019.25  872.89  28.45  27.89  61.93 259.12  -0.10  -27.433378  13.663268 99999.00  12  27.89 999.00  12  0.17 13328.92
AVAPS-D02 P10 231050749 240818 105019.50 9999.00  99.00 999.00  61.94 259.14  -0.15  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.17 99999.00
AVAPS-D02 P00 231050749 240818 105019.75  873.00  28.46  27.89  61.93 259.14  -0.12  -27.434433  13.662719 99999.00  12  27.89 999.00  12  0.17 13328.73
AVAPS-D02 P10 231050749 240818 105020.00 9999.00  99.00 999.00  61.94 259.11  -0.12  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.17 99999.00
AVAPS-D02 P00 231050749 240818 105020.25  872.84  28.45  27.87  61.94 259.15  -0.12  -27.435488  13.662169 99999.00  12  27.87 999.00  12  0.17 13328.54
AVAPS-D02 P10 231050749 240818 105020.50 9999.00  99.00 999.00  61.94 259.10  -0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.17 99999.00
AVAPS-D02 P00 231050749 240818 105020.75  872.90  28.45  27.90  61.93 259.13   0.04  -27.436542  13.661620 99999.00  12  27.90 999.00  12  0.17 13328.44
AVAPS-D02 P10 231050749 240818 105021.00 9999.00  99.00 999.00  61.93 259.15   0.07  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105021.25  872.91  28.45  27.90  61.93 259.15   0.04  -27.437597  13.661070 99999.00  12  27.90 999.00  12  0.16 13328.33
AVAPS-D02 P10 231050749 240818 105021.50 9999.00  99.00 999.00  61.93 259.15   0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105021.75  872.93  28.45  27.88  61.94 259.11  -0.00  -27.438652  13.660521 99999.00  12  27.88 999.00  12  0.16 13328.25
AVAPS-D02 P10 231050749 240818 105022.00 9999.00  99.00 999.00  61.94 259.15   0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105022.25  872.77  28.45  27.89  61.95 259.16   0.02  -27.439707  13.659971 99999.00  12  27.89 999.00  12  0.16 13328.21
AVAPS-D02 P10 231050749 240818 105022.50 9999.00  99.00 999.00  61.95 259.15   0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105022.75  872.99  28.45  27.92  61.95 259.17   0.06  -27.440761  13.659422 99999.00  12  27.92 999.00  12  0.15 13328.18
AVAPS-D02 P10 231050749 240818 105023.00 9999.00  99.00 999.00  61.95 259.16   0.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.15 99999.00
AVAPS-D02 P00 231050749 240818 105023.25  872.90  28.45  27.92  61.95 259.15   0.10  -27.441816  13.658872 99999.00  12  27.92 999.00  12  0.14 13328.18
AVAPS-D02 P10 231050749 240818 105023.50 9999.00  99.00 999.00  61.95 259.17   0.11  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D02 P00 231050749 240818 105023.75  873.00  28.45  27.90  61.95 259.13   0.14  -27.442871  13.658323 99999.00  12  27.90 999.00  12  0.14 13328.21
AVAPS-D02 P10 231050749 240818 105024.00 9999.00  99.00 999.00  61.95 259.12   0.12  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D02 P00 231050749 240818 105024.25  872.94  28.45  27.90  61.96 259.15   0.11  -27.443926  13.657773 99999.00  12  27.90 999.00  12  0.15 13328.24
AVAPS-D02 P10 231050749 240818 105024.50 9999.00  99.00 999.00  61.96 259.12   0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.15 99999.00
AVAPS-D02 P00 231050749 240818 105024.75  873.03  28.45  27.88  61.97 259.14   0.19  -27.444981  13.657224 99999.00  12  27.88 999.00  12  0.15 13328.29
AVAPS-D02 P10 231050749 240818 105025.00 9999.00  99.00 999.00  61.96 259.15   0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D02 P00 231050749 240818 105025.25  872.96  28.44  27.91  61.97 259.18   0.20  -27.446036  13.656675 99999.00  12  27.91 999.00  12  0.15 13328.37
AVAPS-D02 P10 231050749 240818 105025.50 9999.00  99.00 999.00  61.96 259.13   0.19  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D02 P00 231050749 240818 105025.75  872.93  28.44  27.91  61.97 259.18   0.18  -27.447091  13.656125 99999.00  12  27.91 999.00  12  0.14 13328.45
AVAPS-D02 P10 231050749 240818 105026.00 9999.00  99.00 999.00  61.96 259.15   0.19  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D02 P00 231050749 240818 105026.25  872.87  28.44  27.93  61.96 259.14   0.18  -27.448146  13.655576 99999.00  12  27.93 999.00  12  0.15 13328.54
AVAPS-D02 P10 231050749 240818 105026.50 9999.00  99.00 999.00  61.97 259.15   0.20  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.15 99999.00
AVAPS-D02 P00 231050749 240818 105026.75  873.09  28.44  27.91  61.96 259.14   0.20  -27.449201  13.655027 99999.00  12  27.91 999.00  12  0.16 13328.61
AVAPS-D02 P10 231050749 240818 105027.00 9999.00  99.00 999.00  61.97 259.15   0.15  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105027.25  872.98  28.44  27.95  61.95 259.15   0.20  -27.450256  13.654477 99999.00  12  27.95 999.00  12  0.16 13328.71
AVAPS-D02 P10 231050749 240818 105027.50 9999.00  99.00 999.00  61.95 259.13   0.17  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105027.75  873.01  28.44  27.89  61.95 259.17   0.13  -27.451310  13.653928 99999.00  12  27.89 999.00  12  0.16 13328.79
AVAPS-D02 P10 231050749 240818 105028.00 9999.00  99.00 999.00  61.95 259.16   0.25  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105028.25  873.00  28.44  27.91  61.95 259.15   0.04  -27.452365  13.653378 99999.00  12  27.91 999.00  12  0.16 13328.83
AVAPS-D02 P10 231050749 240818 105028.50 9999.00  99.00 999.00  61.95 259.15   0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.15 99999.00
AVAPS-D02 P00 231050749 240818 105028.75  873.08  28.44  27.93  61.94 259.15   0.06  -27.453420  13.652829 99999.00  12  27.93 999.00  12  0.16 13328.84
AVAPS-D02 P10 231050749 240818 105029.00 9999.00  99.00 999.00  61.94 259.17   0.04  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105029.25  872.98  28.44  27.91  61.94 259.16   0.04  -27.454475  13.652279 99999.00  12  27.91 999.00  12  0.16 13328.88
AVAPS-D02 P10 231050749 240818 105029.50 9999.00  99.00 999.00  61.92 259.13   0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105029.75  872.92  28.44  27.91  61.93 259.17   0.08  -27.455529  13.651729 99999.00  12  27.91 999.00  12  0.16 13328.90
AVAPS-D02 P10 231050749 240818 105030.00 9999.00  99.00 999.00  61.93 259.16   0.04  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105030.25  873.03  28.44  27.93  61.93 259.18   0.07  -27.456584  13.651179 99999.00  12  27.93 999.00  12  0.16 13328.92
AVAPS-D02 P10 231050749 240818 105030.50 9999.00  99.00 999.00  61.93 259.16   0.01  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D02 P00 231050749 240818 105030.75  873.12  28.43  27.91  61.93 259.17  -0.02  -27.457639  13.650629 99999.00  12  27.91 999.00  12  0.15 13328.92
AVAPS-D02 P10 231050749 240818 105031.00 9999.00  99.00 999.00  61.93 259.20  -0.00  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D02 P00 231050749 240818 105031.25  873.03  28.43  27.92  61.92 259.19   0.05  -27.458693  13.650079 99999.00  12  27.92 999.00  12  0.14 13328.93
