AVAPS-T01 STA 232150627 240818 142638.75
AVAPS-T01 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS
AVAPS-D01 P10 232150627 240818 142646.75 9999.00  99.00 999.00  45.97 254.08   0.37  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D01 P00 232150627 240818 142647.00  856.69  20.82  23.99  46.09 254.11   0.13  -30.686939   1.911424 99999.00  12  23.99 999.00  12  0.13 13875.84
AVAPS-D01 P10 232150627 240818 142647.25 9999.00  99.00 999.00  46.18 254.11   0.29  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142647.50  856.66  20.82  24.00  46.28 254.15   0.51  -30.687762   1.910631 99999.00  12  24.00 999.00  12  0.20 13875.91
AVAPS-D01 P10 232150627 240818 142647.75 9999.00  99.00 999.00  46.38 254.14   0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142648.00  856.63  20.82  23.99  46.53 254.19   0.16  -30.688589   1.909841 99999.00  12  23.99 999.00  12  0.13 13875.64
AVAPS-D01 P10 232150627 240818 142648.25 9999.00  99.00 999.00  46.66 254.22   0.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142648.50  856.61  20.82  23.97  46.79 254.24  -0.00  -30.689419   1.909054 99999.00  12  23.97 999.00  12  0.13 13875.15
AVAPS-D01 P10 232150627 240818 142648.75 9999.00  99.00 999.00  46.95 254.28  -0.01  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142649.00  856.67  20.82  23.98  47.11 254.37  -0.04  -30.690252   1.908271 99999.00  12  23.98 999.00  12  0.13 13875.24
AVAPS-D01 P10 232150627 240818 142649.25 9999.00  99.00 999.00  47.27 254.36  -0.07  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142649.50  856.41  20.83  23.97  47.43 254.51  -0.18  -30.691089   1.907492 99999.00  11  23.97 999.00  11  0.14 13875.96
AVAPS-D01 P10 232150627 240818 142649.75 9999.00  99.00 999.00  47.61 254.44   0.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142650.00  856.46  20.87  22.84  47.82 254.48  -0.02  -30.691931   1.906718 99999.00  12  22.84 999.00  12  0.13 13876.04
AVAPS-D01 P10 232150627 240818 142650.25 9999.00  99.00 999.00  48.04 254.57   0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142650.50  856.39  20.81   7.64  48.25 254.63   0.33  -30.692780   1.905950 99999.00  12   7.64 999.00  12  0.13 13876.16
AVAPS-D01 P10 232150627 240818 142650.75 9999.00  99.00 999.00  48.47 254.65   0.28  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142651.00  856.34  20.58   6.44  48.69 254.78   0.38  -30.693633   1.905188 99999.00  12   6.44 999.00  12  0.14 13876.74
AVAPS-D01 P10 232150627 240818 142651.25 9999.00  99.00 999.00  48.93 254.59   0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.20 99999.00
AVAPS-D01 P00 232150627 240818 142651.50  856.27  20.33   6.51  49.16 254.80   0.14  -30.694495   1.904433 99999.00  11   6.51 999.00  11  0.15 13876.88
AVAPS-D01 P10 232150627 240818 142651.75 9999.00  99.00 999.00  49.41 254.84   0.31  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.15 99999.00
AVAPS-D01 P00 232150627 240818 142652.00  856.21  20.23   6.72  49.72 255.09  -0.16  -30.695363   1.903685 99999.00  12   6.72 999.00  12  1.03 13877.19
AVAPS-D01 P10 232150627 240818 142652.25 9999.00  99.00 999.00  49.98 255.08   0.60  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.21 99999.00
AVAPS-D01 P00 232150627 240818 142652.50  856.18  20.17   6.72  50.23 255.06   0.56  -30.696240   1.902944 99999.00  12   6.72 999.00  12  0.14 13877.94
AVAPS-D01 P10 232150627 240818 142652.75 9999.00  99.00 999.00  50.50 255.13   0.55  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142653.00  856.20  20.21   6.89  50.78 255.21   0.49  -30.697123   1.902212 99999.00  12   6.89 999.00  12  0.13 13878.31
AVAPS-D01 P10 232150627 240818 142653.25 9999.00  99.00 999.00  51.09 255.29   0.67  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142653.50  856.07  20.20   6.62  51.38 255.34   0.65  -30.698013   1.901488 99999.00  12   6.62 999.00  12  0.13 13878.72
AVAPS-D01 P10 232150627 240818 142653.75 9999.00  99.00 999.00  51.68 255.40   0.60  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142654.00  856.04  20.12   6.58  52.03 255.46   0.94  -30.698912   1.900774 99999.00  12   6.58 999.00  12  0.13 13879.12
AVAPS-D01 P10 232150627 240818 142654.25 9999.00  99.00 999.00  52.36 255.54   0.99  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P11 232150627 240818 142654.50  855.97  20.03   6.60 188.85 999.00  99.00  999.000000  99.000000 99999.00  15   6.60 999.00  15 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142654.75 9999.00  99.00 999.00 163.25   7.67  99.00  999.000000  99.000000 99999.00  15 999.00 999.00  15 99.00 99999.00
AVAPS-D01 P00 232150627 240818 142655.00  856.08  19.96   6.79  53.32 255.72   1.12  -30.700733   1.899376 99999.00  12   6.79 999.00  12  0.13 13879.91
AVAPS-D01 P10 232150627 240818 142655.25 9999.00  99.00 999.00  53.65 255.76   1.21  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142655.50  856.11  19.96   6.75  54.00 255.86   1.57  -30.701657   1.898692 99999.00  12   6.75 999.00  12  0.13 13880.69
AVAPS-D01 P10 232150627 240818 142655.75 9999.00  99.00 999.00  54.32 255.89   1.56  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142656.00  856.03  19.99   7.65  54.65 255.96   1.63  -30.702592   1.898018 99999.00  12   7.65 999.00  12  0.13 13881.59
AVAPS-D01 P10 232150627 240818 142656.25 9999.00  99.00 999.00  54.98 256.00   1.66  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D01 P00 232150627 240818 142656.50  856.09  20.12   7.76  55.32 256.07   1.85  -30.703532   1.897356 99999.00  12   7.76 999.00  12  0.14 13882.51
AVAPS-D01 P10 232150627 240818 142656.75 9999.00  99.00 999.00  55.67 256.12   2.11  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142657.00  856.12  20.22   7.28  56.00 256.11   2.09  -30.704480   1.896704 99999.00  12   7.28 999.00  12  0.14 13883.27
AVAPS-D01 P10 232150627 240818 142657.25 9999.00  99.00 999.00  56.31 256.22   2.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142657.50  856.10  20.19   6.82  56.63 256.28   2.24  -30.705435   1.896063 99999.00  12   6.82 999.00  12  0.15 13884.18
AVAPS-D01 P10 232150627 240818 142657.75 9999.00  99.00 999.00  56.92 256.38   2.13  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.29 99999.00
AVAPS-D01 P00 232150627 240818 142658.00  855.99  20.20   6.90  57.24 256.40   2.22  -30.706398   1.895432 99999.00  12   6.90 999.00  12  0.15 13885.24
AVAPS-D01 P10 232150627 240818 142658.25 9999.00  99.00 999.00  57.54 256.40   2.50  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142658.50  856.04  20.21   7.05  57.84 256.47   2.55  -30.707368   1.894811 99999.00  12   7.05 999.00  12  0.14 13886.29
AVAPS-D01 P10 232150627 240818 142658.75 9999.00  99.00 999.00  58.11 256.54   2.40  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142659.00  856.12  20.22   6.95  58.38 256.54   2.47  -30.708345   1.894199 99999.00  12   6.95 999.00  12  0.14 13887.54
AVAPS-D01 P10 232150627 240818 142659.25 9999.00  99.00 999.00  58.64 256.57   2.44  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142659.50  856.15  20.24   6.99  58.90 256.64   2.58  -30.709328   1.893597 99999.00  12   6.99 999.00  12  0.14 13888.90
AVAPS-D01 P10 232150627 240818 142659.75 9999.00  99.00 999.00  59.13 256.69   2.56  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142700.00  855.95  20.35   7.05  59.38 256.71   2.50  -30.710317   1.893003 99999.00  12   7.05 999.00  12  0.14 13890.25
AVAPS-D01 P10 232150627 240818 142700.25 9999.00  99.00 999.00  59.61 256.80   2.37  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142700.50  856.00  20.46   7.36  59.81 256.83   1.68  -30.711310   1.892416 99999.00  12   7.36 999.00  12  0.18 13891.42
AVAPS-D01 P10 232150627 240818 142700.75 9999.00  99.00 999.00  60.02 256.87   2.11  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142701.00  856.05  20.46   7.35  60.22 256.92   1.81  -30.712308   1.891837 99999.00  12   7.35 999.00  12  0.18 13892.33
AVAPS-D01 P10 232150627 240818 142701.25 9999.00  99.00 999.00  60.41 257.03   1.75  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142701.50  856.06  20.42   6.97  60.59 257.06   1.53  -30.713310   1.891265 99999.00  12   6.97 999.00  12  0.14 13893.17
AVAPS-D01 P10 232150627 240818 142701.75 9999.00  99.00 999.00  60.75 257.12   1.31  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142702.00  856.03  20.37   7.18  60.92 257.17   0.95  -30.714316   1.890698 99999.00  12   7.18 999.00  12  0.14 13893.90
AVAPS-D01 P10 232150627 240818 142702.25 9999.00  99.00 999.00  61.07 257.12   0.99  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.16 99999.00
AVAPS-D01 P00 232150627 240818 142702.50  856.07  20.29   7.09  61.26 257.31   0.45  -30.715325   1.890137 99999.00  12   7.09 999.00  12  0.14 13894.37
AVAPS-D01 P10 232150627 240818 142702.75 9999.00  99.00 999.00  61.42 257.37   0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142703.00  855.97  20.18   7.03  61.59 257.44  -0.10  -30.716338   1.889582 99999.00  12   7.03 999.00  12  0.14 13894.51
AVAPS-D01 P10 232150627 240818 142703.25 9999.00  99.00 999.00  61.75 257.49  -0.44  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142703.50  855.93  19.98   6.89  61.92 257.57  -0.88  -30.717356   1.889032 99999.00  12   6.89 999.00  12  0.14 13894.26
AVAPS-D01 P10 232150627 240818 142703.75 9999.00  99.00 999.00  62.03 257.80  -0.96  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.26 99999.00
AVAPS-D01 P00 232150627 240818 142704.00  856.04  19.90   7.18  62.24 257.71  -1.24  -30.718376   1.888487 99999.00  12   7.18 999.00  12  0.15 13894.02
AVAPS-D01 P10 232150627 240818 142704.25 9999.00  99.00 999.00  62.43 257.78  -1.46  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142704.50  856.23  19.88   7.19  62.61 257.86  -1.35  -30.719401   1.887948 99999.00  12   7.19 999.00  12  0.14 13893.36
AVAPS-D01 P10 232150627 240818 142704.75 9999.00  99.00 999.00  62.79 257.78  -1.84  999.000000  99.000000 99999.00  12 999.00 999.00  12  1.00 99999.00
AVAPS-D01 P00 232150627 240818 142705.00  856.17  19.88   7.18  62.99 257.97  -1.66  -30.720430   1.887416 99999.00  12   7.18 999.00  12  0.15 13892.61
AVAPS-D01 P10 232150627 240818 142705.25 9999.00  99.00 999.00  63.21 258.06  -1.96  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142705.50  856.19  19.85   7.07  63.41 258.14  -2.04  -30.721463   1.886892 99999.00  12   7.07 999.00  12  0.14 13891.88
AVAPS-D01 P10 232150627 240818 142705.75 9999.00  99.00 999.00  63.59 258.22  -2.28  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142706.00  856.24  19.86   7.21  63.80 258.28  -2.51  -30.722500   1.886374 99999.00  12   7.21 999.00  12  0.14 13890.88
AVAPS-D01 P10 232150627 240818 142706.25 9999.00  99.00 999.00  64.03 258.33  -2.46  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142706.50  856.28  19.92   7.18  64.27 258.43  -2.58  -30.723542   1.885863 99999.00  12   7.18 999.00  12  0.14 13889.63
AVAPS-D01 P10 232150627 240818 142706.75 9999.00  99.00 999.00  64.49 258.48  -2.72  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142707.00  856.32  19.97   7.61  64.73 258.53  -2.79  -30.724588   1.885360 99999.00  12   7.61 999.00  12  0.14 13887.86
AVAPS-D01 P10 232150627 240818 142707.25 9999.00  99.00 999.00  64.99 258.65  -2.79  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142707.50  856.21  20.00   8.37  65.26 258.71  -2.80  -30.725639   1.884867 99999.00  12   8.37 999.00  12  0.14 13886.42
AVAPS-D01 P10 232150627 240818 142707.75 9999.00  99.00 999.00  65.49 258.77  -2.80  999.000000  99.000000 99999.00  12 999.00 999.00  12  1.31 99999.00
AVAPS-D01 P00 232150627 240818 142708.00  856.29  19.84   7.70  65.83 259.56  -3.44  -30.726697   1.884383 99999.00  12   7.70 999.00  12  0.27 13885.00
AVAPS-D01 P10 232150627 240818 142708.25 9999.00  99.00 999.00  66.08 258.84  -2.43  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D01 P00 232150627 240818 142708.50  856.28  19.71   7.43  66.42 258.98  -2.45  -30.727758   1.883909 99999.00  12   7.43 999.00  12  0.15 13883.51
AVAPS-D01 P10 232150627 240818 142708.75 9999.00  99.00 999.00  66.73 259.17  -2.73  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.19 99999.00
AVAPS-D01 P00 232150627 240818 142709.00  856.15  19.57   7.39  67.08 259.14  -2.25  -30.728825   1.883447 99999.00  12   7.39 999.00  12  0.14 13882.14
AVAPS-D01 P10 232150627 240818 142709.25 9999.00  99.00 999.00  67.42 259.15  -2.24  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142709.50  856.20  19.03   7.74  67.77 259.25  -2.00  -30.729898   1.882999 99999.00  12   7.74 999.00  12  0.14 13881.07
AVAPS-D01 P10 232150627 240818 142709.75 9999.00  99.00 999.00  68.13 259.29  -1.73  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142710.00  856.17  17.73   6.79  68.49 259.36  -1.51  -30.730977   1.882563 99999.00  12   6.79 999.00  12  0.14 13880.11
AVAPS-D01 P10 232150627 240818 142710.25 9999.00  99.00 999.00  68.84 259.42  -1.31  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P00 232150627 240818 142710.50  856.04  16.49   7.27  69.20 259.45  -1.08  -30.732062   1.882140 99999.00  12   7.27 999.00  12  0.14 13879.31
AVAPS-D01 P10 232150627 240818 142710.75 9999.00  99.00 999.00  69.56 259.47  -0.90  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D01 P11 232150627 240818 142711.00  856.22  15.03   1.57 303.36 123.36  99.00  999.000000  99.000000 99999.00   0   1.57 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142711.25 9999.00  99.00 999.00 303.36 123.36  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142711.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142711.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142712.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142712.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142712.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142712.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142713.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142713.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142713.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142713.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142714.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142714.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142714.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142714.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142715.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142715.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142715.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142715.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142716.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142716.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142716.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142716.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142717.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142717.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142717.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142717.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142718.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142718.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142718.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142718.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142719.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142719.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142719.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142719.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142720.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142720.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142720.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142720.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142721.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142721.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142721.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142721.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142722.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142722.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142722.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142722.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142723.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 232150627 240818 142723.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
