AVAPS-T03 STA 230230466 240818 143008.68
AVAPS-T03 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS
AVAPS-D03 P00 230230466 240818 143019.50  856.54  20.05  26.89 126.48 258.85  -0.02  -31.132416   2.037620 99999.00  12  26.89 999.00  12  0.12 13878.97
AVAPS-D03 P10 230230466 240818 143019.75 9999.00  99.00 999.00 126.50 258.85   0.11  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143020.00  856.45  20.05  26.90 126.53 258.81   0.14  -31.133350   2.038315 99999.00  12  26.90 999.00  12  0.13 13878.81
AVAPS-D03 P10 230230466 240818 143020.25 9999.00  99.00 999.00 126.57 258.85   0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143020.50  856.57  20.05  26.90 126.59 258.82   0.15  -31.134282   2.039012 99999.00  12  26.90 999.00  12  0.11 13878.53
AVAPS-D03 P10 230230466 240818 143020.75 9999.00  99.00 999.00 126.61 258.82   0.19  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143021.00  856.63  20.05  26.90 126.65 258.80   0.11  -31.135213   2.039709 99999.00  12  26.90 999.00  12  0.12 13878.42
AVAPS-D03 P10 230230466 240818 143021.25 9999.00  99.00 999.00 126.68 258.79   0.16  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143021.50  856.63  20.05  26.89 126.71 258.79   0.09  -31.136144   2.040407 99999.00  12  26.89 999.00  12  0.12 13878.25
AVAPS-D03 P10 230230466 240818 143021.75 9999.00  99.00 999.00 126.72 258.79   0.12  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143022.00  856.61  20.06  26.89 126.74 258.79   0.30  -31.137074   2.041105 99999.00  12  26.89 999.00  12  0.12 13878.14
AVAPS-D03 P10 230230466 240818 143022.25 9999.00  99.00 999.00 126.77 258.80  -0.01  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143022.50  856.52  20.06  26.90 126.79 258.79   0.07  -31.138004   2.041804 99999.00  12  26.90 999.00  12  0.13 13878.12
AVAPS-D03 P10 230230466 240818 143022.75 9999.00  99.00 999.00 126.82 258.76   0.04  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143023.00  856.59  20.06  26.89 126.85 258.78   0.03  -31.138933   2.042504 99999.00  12  26.89 999.00  12  0.11 13878.24
AVAPS-D03 P10 230230466 240818 143023.25 9999.00  99.00 999.00 126.88 258.77   0.01  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143023.50  856.59  20.05  26.87 126.90 258.75   0.09  -31.139862   2.043204 99999.00  12  26.87 999.00  12  0.17 13878.61
AVAPS-D03 P10 230230466 240818 143023.75 9999.00  99.00 999.00 126.92 258.77   0.21  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.25 99999.00
AVAPS-D03 P00 230230466 240818 143024.00  856.52  20.06  26.87 126.95 258.76   0.14  -31.140790   2.043905 99999.00  12  26.87 999.00  12  0.25 13878.68
AVAPS-D03 P10 230230466 240818 143024.25 9999.00  99.00 999.00 126.97 258.77   0.03  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.32 99999.00
AVAPS-D03 P00 230230466 240818 143024.50  856.37  20.06  26.86 127.00 258.76  -0.10  -31.141717   2.044607 99999.00  12  26.86 999.00  12  0.14 13878.79
AVAPS-D03 P10 230230466 240818 143024.75 9999.00  99.00 999.00 127.02 258.72   0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143025.00  856.64  20.06  26.88 127.05 258.72  -0.00  -31.142643   2.045311 99999.00  12  26.88 999.00  12  0.11 13878.63
AVAPS-D03 P10 230230466 240818 143025.25 9999.00  99.00 999.00 127.07 258.74   0.27  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143025.50  856.44  20.06  26.89 127.10 258.70   0.08  -31.143568   2.046016 99999.00  12  26.89 999.00  12  0.11 13878.84
AVAPS-D03 P10 230230466 240818 143025.75 9999.00  99.00 999.00 127.11 258.73   0.16  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143026.00  856.48  20.06  26.87 127.14 258.70   0.07  -31.144494   2.046721 99999.00  12  26.87 999.00  12  0.11 13879.00
AVAPS-D03 P10 230230466 240818 143026.25 9999.00  99.00 999.00 127.17 258.70   0.01  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143026.50  856.53  20.06  26.84 127.18 258.71   0.11  -31.145418   2.047426 99999.00  12  26.84 999.00  12  0.12 13879.13
AVAPS-D03 P10 230230466 240818 143026.75 9999.00  99.00 999.00 127.21 258.71   0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143027.00  856.61  20.06  26.85 127.23 258.69   0.13  -31.146342   2.048132 99999.00  12  26.85 999.00  12  0.13 13879.40
AVAPS-D03 P10 230230466 240818 143027.25 9999.00  99.00 999.00 127.26 258.70   0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143027.50  856.67  20.06  26.87 127.29 258.71  -0.06  -31.147266   2.048839 99999.00  12  26.87 999.00  12  0.13 13879.37
AVAPS-D03 P10 230230466 240818 143027.75 9999.00  99.00 999.00 127.30 258.70  -0.00  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143028.00  856.52  20.06  26.87 127.33 258.70  -0.05  -31.148188   2.049547 99999.00  12  26.87 999.00  12  0.13 13879.27
AVAPS-D03 P10 230230466 240818 143028.25 9999.00  99.00 999.00 127.35 258.69   0.01  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143028.50  856.50  20.06  26.87 127.38 258.69  -0.02  -31.149111   2.050255 99999.00  12  26.87 999.00  12  0.12 13879.18
AVAPS-D03 P10 230230466 240818 143028.75 9999.00  99.00 999.00 127.40 258.70  -0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143029.00  856.39  20.06  26.90 127.43 258.71  -0.26  -31.150032   2.050964 99999.00  12  26.90 999.00  12  0.12 13879.06
AVAPS-D03 P10 230230466 240818 143029.25 9999.00  99.00 999.00 127.45 258.68  -0.15  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143029.50  856.61  20.06  26.83 127.47 258.68  -0.13  -31.150953   2.051674 99999.00  12  26.83 999.00  12  0.11 13878.88
AVAPS-D03 P10 230230466 240818 143029.75 9999.00  99.00 999.00 127.50 258.68  -0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143030.00  856.75  20.06  26.86 127.53 258.70  -0.07  -31.151874   2.052385 99999.00  12  26.86 999.00  12  0.11 13878.73
AVAPS-D03 P10 230230466 240818 143030.25 9999.00  99.00 999.00 127.55 258.70  -0.18  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143030.50  856.52  20.06  26.89 127.58 258.68  -0.12  -31.152794   2.053097 99999.00  12  26.89 999.00  12  0.11 13878.59
AVAPS-D03 P10 230230466 240818 143030.75 9999.00  99.00 999.00 127.61 258.66  -0.11  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143031.00  856.70  20.06  26.90 127.63 258.67  -0.19  -31.153713   2.053809 99999.00  12  26.90 999.00  12  0.11 13878.45
AVAPS-D03 P10 230230466 240818 143031.25 9999.00  99.00 999.00 127.66 258.67  -0.19  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143031.50  856.73  20.06  26.84 127.69 258.66  -0.15  -31.154631   2.054523 99999.00  12  26.84 999.00  12  0.11 13878.29
AVAPS-D03 P10 230230466 240818 143031.75 9999.00  99.00 999.00 127.72 258.67  -0.17  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143032.00  856.86  20.06  26.84 127.74 258.64  -0.13  -31.155548   2.055237 99999.00  12  26.84 999.00  12  0.11 13878.14
AVAPS-D03 P10 230230466 240818 143032.25 9999.00  99.00 999.00 127.77 258.67  -0.15  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143032.50  856.64  20.06  26.86 127.81 258.64  -0.12  -31.156465   2.055952 99999.00  12  26.86 999.00  12  0.12 13878.01
AVAPS-D03 P10 230230466 240818 143032.75 9999.00  99.00 999.00 127.85 258.63  -0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143033.00  856.73  20.07  26.84 127.87 258.63  -0.05  -31.157381   2.056668 99999.00  12  26.84 999.00  12  0.11 13877.90
AVAPS-D03 P10 230230466 240818 143033.25 9999.00  99.00 999.00 127.90 258.64  -0.04  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143033.50  856.69  20.07  26.86 127.93 258.63  -0.03  -31.158296   2.057385 99999.00  12  26.86 999.00  12  0.11 13877.81
AVAPS-D03 P10 230230466 240818 143033.75 9999.00  99.00 999.00 127.96 258.62  -0.05  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143034.00  856.96  20.07  26.82 127.99 258.61   0.08  -31.159211   2.058103 99999.00  12  26.82 999.00  12  0.13 13877.76
AVAPS-D03 P10 230230466 240818 143034.25 9999.00  99.00 999.00 128.02 258.60   0.16  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143034.50  856.73  20.06  26.87 128.05 258.64  -0.21  -31.160125   2.058822 99999.00  12  26.87 999.00  12  0.11 13877.79
AVAPS-D03 P10 230230466 240818 143034.75 9999.00  99.00 999.00 128.07 258.58   0.19  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D03 P00 230230466 240818 143035.00  856.79  20.07  26.85 128.11 258.60  -0.00  -31.161037   2.059541 99999.00  12  26.85 999.00  12  0.11 13877.78
AVAPS-D03 P10 230230466 240818 143035.25 9999.00  99.00 999.00 128.14 258.59  -0.12  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143035.50  856.83  20.07  26.82 128.17 258.60  -0.14  -31.161950   2.060262 99999.00  12  26.82 999.00  12  0.12 13877.79
AVAPS-D03 P10 230230466 240818 143035.75 9999.00  99.00 999.00 128.21 258.59   0.03  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143036.00  856.86  20.07  26.82 128.23 258.58   0.08  -31.162861   2.060983 99999.00  12  26.82 999.00  12  0.11 13877.80
AVAPS-D03 P10 230230466 240818 143036.25 9999.00  99.00 999.00 128.26 258.56   0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143036.50  856.67  20.06  26.84 128.28 258.55   0.17  -31.163771   2.061705 99999.00  12  26.84 999.00  12  0.11 13877.88
AVAPS-D03 P10 230230466 240818 143036.75 9999.00  99.00 999.00 128.32 258.58  -0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.14 99999.00
AVAPS-D03 P00 230230466 240818 143037.00  856.82  20.07  26.82 128.36 258.61  -0.25  -31.164681   2.062429 99999.00  12  26.82 999.00  12  0.13 13878.00
AVAPS-D03 P10 230230466 240818 143037.25 9999.00  99.00 999.00 128.37 258.54   0.05  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143037.50  856.62  20.07  26.88 128.41 258.56  -0.13  -31.165590   2.063153 99999.00  12  26.88 999.00  12  0.11 13877.98
AVAPS-D03 P10 230230466 240818 143037.75 9999.00  99.00 999.00 128.45 258.53  -0.04  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143038.00  856.89  20.06  26.86 128.48 258.52  -0.06  -31.166498   2.063878 99999.00  12  26.86 999.00  12  0.11 13877.94
AVAPS-D03 P10 230230466 240818 143038.25 9999.00  99.00 999.00 128.51 258.52  -0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143038.50  857.13  20.07  26.82 128.55 258.50  -0.15  -31.167405   2.064604 99999.00  12  26.82 999.00  12  0.11 13877.96
AVAPS-D03 P10 230230466 240818 143038.75 9999.00  99.00 999.00 128.58 258.53   0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143039.00  856.88  20.07  26.86 128.61 258.48   0.17  -31.168311   2.065332 99999.00  12  26.86 999.00  12  0.11 13877.94
AVAPS-D03 P10 230230466 240818 143039.25 9999.00  99.00 999.00 128.64 258.50  -0.03  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143039.50  856.84  20.07  26.83 128.67 258.50  -0.08  -31.169216   2.066060 99999.00  12  26.83 999.00  12  0.11 13877.90
AVAPS-D03 P10 230230466 240818 143039.75 9999.00  99.00 999.00 128.70 258.51  -0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143040.00  856.98  20.07  26.83 128.73 258.49  -0.14  -31.170121   2.066789 99999.00  12  26.83 999.00  12  0.11 13877.85
AVAPS-D03 P10 230230466 240818 143040.25 9999.00  99.00 999.00 128.75 258.51   0.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143040.50  857.08  20.07  26.83 128.78 258.50  -0.04  -31.171025   2.067519 99999.00  12  26.83 999.00  12  0.12 13877.88
AVAPS-D03 P10 230230466 240818 143040.75 9999.00  99.00 999.00 128.81 258.48   0.02  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143041.00  857.06  20.07  26.84 128.84 258.48  -0.04  -31.171928   2.068250 99999.00  12  26.84 999.00  12  0.12 13877.94
AVAPS-D03 P10 230230466 240818 143041.25 9999.00  99.00 999.00 128.87 258.47  -0.03  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143041.50  857.17  20.07  26.80 128.89 258.47  -0.00  -31.172830   2.068982 99999.00  12  26.80 999.00  12  0.12 13877.97
AVAPS-D03 P10 230230466 240818 143041.75 9999.00  99.00 999.00 128.92 258.47  -0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143042.00  857.08  20.07  26.83 128.95 258.45  -0.08  -31.173732   2.069714 99999.00  12  26.83 999.00  12  0.11 13878.01
AVAPS-D03 P10 230230466 240818 143042.25 9999.00  99.00 999.00 128.97 258.45   0.06  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143042.50  857.18  20.07  26.85 128.99 258.44   0.07  -31.174633   2.070447 99999.00  12  26.85 999.00  12  0.12 13878.01
AVAPS-D03 P10 230230466 240818 143042.75 9999.00  99.00 999.00 129.04 258.46  -0.33  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143043.00  857.07  20.07  26.81 129.07 258.44  -0.22  -31.175533   2.071181 99999.00  12  26.81 999.00  12  0.12 13878.09
AVAPS-D03 P10 230230466 240818 143043.25 9999.00  99.00 999.00 129.09 258.43  -0.00  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143043.50  857.22  20.07  26.83 129.12 258.43  -0.06  -31.176433   2.071917 99999.00  12  26.83 999.00  12  0.11 13878.12
AVAPS-D03 P10 230230466 240818 143043.75 9999.00  99.00 999.00 129.14 258.43  -0.07  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143044.00  857.21  20.07  26.81 129.18 258.43  -0.05  -31.177332   2.072653 99999.00  12  26.81 999.00  12  0.11 13878.13
AVAPS-D03 P10 230230466 240818 143044.25 9999.00  99.00 999.00 129.21 258.44  -0.08  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143044.50  857.28  20.06  26.84 129.23 258.42  -0.07  -31.178230   2.073389 99999.00  12  26.84 999.00  12  0.11 13878.15
AVAPS-D03 P10 230230466 240818 143044.75 9999.00  99.00 999.00 129.30 258.36  -0.12  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.46 99999.00
AVAPS-D03 P00 230230466 240818 143045.00  857.09  20.06  26.84 129.29 258.35  -0.03  -31.179126   2.074128 99999.00   9  26.84 999.00   9  0.14 13878.10
AVAPS-D03 P10 230230466 240818 143045.25 9999.00  99.00 999.00 129.36 258.51  -0.97  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.39 99999.00
AVAPS-D03 P00 230230466 240818 143045.50  857.45  20.06  26.84 129.35 258.39  -0.19  -31.180023   2.074867 99999.00  12  26.84 999.00  12  0.11 13877.77
AVAPS-D03 P10 230230466 240818 143045.75 9999.00  99.00 999.00 129.38 258.41  -0.09  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143046.00  857.18  20.06  26.85 129.41 258.39  -0.15  -31.180919   2.075606 99999.00  12  26.85 999.00  12  0.11 13877.86
AVAPS-D03 P10 230230466 240818 143046.25 9999.00  99.00 999.00 129.43 258.41  -0.08  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143046.50  857.39  20.07  26.87 129.47 258.38  -0.33  -31.181814   2.076346 99999.00  12  26.87 999.00  12  0.11 13877.99
AVAPS-D03 P10 230230466 240818 143046.75 9999.00  99.00 999.00 129.48 258.38   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D03 P00 230230466 240818 143047.00  857.26  20.06  26.80 129.52 258.39  -0.21  -31.182709   2.077088 99999.00  11  26.80 999.00  11  0.13 13878.22
AVAPS-D03 P10 230230466 240818 143047.25 9999.00  99.00 999.00 129.55 258.40  -0.22  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143047.50  857.37  20.06  26.79 129.57 258.39  -0.09  -31.183603   2.077830 99999.00  12  26.79 999.00  12  0.11 13878.31
AVAPS-D03 P10 230230466 240818 143047.75 9999.00  99.00 999.00 129.60 258.37  -0.17  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143048.00  857.42  20.06  26.83 129.62 258.36  -0.16  -31.184496   2.078573 99999.00  12  26.83 999.00  12  0.11 13878.34
AVAPS-D03 P10 230230466 240818 143048.25 9999.00  99.00 999.00 129.65 258.37  -0.15  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143048.50  857.41  20.06  26.86 129.67 258.36  -0.18  -31.185388   2.079317 99999.00  12  26.86 999.00  12  0.11 13878.27
AVAPS-D03 P10 230230466 240818 143048.75 9999.00  99.00 999.00 129.70 258.35  -0.20  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143049.00  857.47  20.06  26.83 129.72 258.34  -0.24  -31.186279   2.080061 99999.00  12  26.83 999.00  12  0.11 13878.12
AVAPS-D03 P10 230230466 240818 143049.25 9999.00  99.00 999.00 129.75 258.35  -0.10  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143049.50  857.43  20.06  26.82 129.78 258.36  -0.18  -31.187170   2.080806 99999.00  12  26.82 999.00  12  0.11 13877.97
AVAPS-D03 P10 230230466 240818 143049.75 9999.00  99.00 999.00 129.80 258.32  -0.05  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.15 99999.00
AVAPS-D03 P00 230230466 240818 143050.00  857.44  20.06  26.80 129.83 258.31  -0.02  -31.188060   2.081552 99999.00  12  26.80 999.00  12  0.11 13877.78
AVAPS-D03 P10 230230466 240818 143050.25 9999.00  99.00 999.00 129.85 258.33  -0.03  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143050.50  857.36  20.06  26.82 129.88 258.33  -0.29  -31.188949   2.082299 99999.00  12  26.82 999.00  12  0.11 13877.85
AVAPS-D03 P10 230230466 240818 143050.75 9999.00  99.00 999.00 129.91 258.33  -0.28  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143051.00  857.46  20.06  26.81 129.93 258.32  -0.17  -31.189838   2.083047 99999.00  12  26.81 999.00  12  0.11 13877.84
AVAPS-D03 P10 230230466 240818 143051.25 9999.00  99.00 999.00 129.96 258.31  -0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143051.50  857.41  20.07  26.81 129.98 258.31  -0.00  -31.190726   2.083795 99999.00  12  26.81 999.00  12  0.11 13877.69
AVAPS-D03 P10 230230466 240818 143051.75 9999.00  99.00 999.00 130.01 258.28   0.04  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.12 99999.00
AVAPS-D03 P00 230230466 240818 143052.00  857.54  20.06  26.80 130.05 258.29   0.02  -31.191613   2.084545 99999.00  12  26.80 999.00  12  0.11 13877.59
AVAPS-D03 P10 230230466 240818 143052.25 9999.00  99.00 999.00 130.06 258.29  -0.00  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143052.50  857.36  20.06  26.80 130.10 258.28  -0.13  -31.192499   2.085294 99999.00  12  26.80 999.00  12  0.11 13877.69
AVAPS-D03 P10 230230466 240818 143052.75 9999.00  99.00 999.00 130.17 258.39   0.38  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.23 99999.00
AVAPS-D03 P00 230230466 240818 143053.00  857.37  20.06  26.83 130.17 258.40  -0.15  -31.193385   2.086046 99999.00   7  26.83 999.00   7  0.32 13877.88
AVAPS-D03 P10 230230466 240818 143053.25 9999.00  99.00 999.00 130.18 258.26   0.25  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.18 99999.00
AVAPS-D03 P00 230230466 240818 143053.50  857.45  20.06  26.82 130.22 258.24   0.04  -31.194270   2.086797 99999.00  12  26.82 999.00  12  0.14 13877.99
AVAPS-D03 P10 230230466 240818 143053.75 9999.00  99.00 999.00 130.25 258.19   0.12  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
AVAPS-D03 P00 230230466 240818 143054.00  857.47  20.06  26.85 130.28 258.20   0.24  -31.195154   2.087549 99999.00  12  26.85 999.00  12  0.11 13878.16
AVAPS-D03 P10 230230466 240818 143054.25 9999.00  99.00 999.00 130.31 258.21   0.14  999.000000  99.000000 99999.00  12 999.00 999.00  12  0.11 99999.00
