AVAPS-T01 STA 233340720 240926 144320.71
AVAPS-T01 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS
AVAPS-D01 P10 233340720 240926 144329.75 9999.00  99.00 999.00   9.84 222.67   0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144330.00  855.38  22.59  20.52   9.84 222.70   0.34  -54.169935  11.885740 99999.00  10  20.52 999.00  10  0.12 13891.15
AVAPS-D01 P10 233340720 240926 144330.25 9999.00  99.00 999.00   9.83 222.71   0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P00 233340720 240926 144330.50  855.32  22.59  20.48   9.83 222.71   0.33  -54.170110  11.884750 99999.00  10  20.48 999.00  10  0.12 13891.31
AVAPS-D01 P10 233340720 240926 144330.75 9999.00  99.00 999.00   9.83 222.70   0.31  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P00 233340720 240926 144331.00  855.36  22.59  20.49   9.83 222.70   0.32  -54.170284  11.883761 99999.00  10  20.49 999.00  10  0.12 13891.51
AVAPS-D01 P10 233340720 240926 144331.25 9999.00  99.00 999.00   9.83 222.71   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144331.50  855.32  22.59  20.51   9.83 222.71   0.36  -54.170459  11.882771 99999.00  10  20.51 999.00  10  0.13 13891.55
AVAPS-D01 P10 233340720 240926 144331.75 9999.00  99.00 999.00   9.83 222.72   0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144332.00  855.42  22.59  20.51   9.84 222.72  -0.01  -54.170633  11.881782 99999.00  10  20.51 999.00  10  0.12 13891.59
AVAPS-D01 P10 233340720 240926 144332.25 9999.00  99.00 999.00   9.84 222.74   0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P00 233340720 240926 144332.50  855.39  22.59  20.48   9.84 222.74   0.08  -54.170808  11.880792 99999.00  10  20.48 999.00  10  0.12 13891.60
AVAPS-D01 P10 233340720 240926 144332.75 9999.00  99.00 999.00   9.83 222.74   0.03  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P11 233340720 240926 144333.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144333.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P00 233340720 240926 144333.50  855.42  22.59  20.51   9.83 222.78  -0.04  -54.171156  11.878813 99999.00  10  20.51 999.00  10  0.12 13891.57
AVAPS-D01 P10 233340720 240926 144333.75 9999.00  99.00 999.00   9.83 222.79  -0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144334.00  855.44  22.59  20.54   9.83 222.80  -0.13  -54.171331  11.877822 99999.00  10  20.54 999.00  10  0.13 13891.56
AVAPS-D01 P10 233340720 240926 144334.25 9999.00  99.00 999.00   9.83 222.79  -0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144334.50  855.49  22.59  20.54   9.83 222.82  -0.09  -54.171505  11.876832 99999.00  10  20.54 999.00  10  0.13 13891.50
AVAPS-D01 P10 233340720 240926 144334.75 9999.00  99.00 999.00   9.82 222.82  -0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144335.00  855.41  22.59  20.53   9.82 222.84  -0.27  -54.171679  11.875842 99999.00  10  20.53 999.00  10  0.13 13891.44
AVAPS-D01 P10 233340720 240926 144335.25 9999.00  99.00 999.00   9.82 222.84  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P11 233340720 240926 144335.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144335.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144336.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144336.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144336.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144336.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144337.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P11 233340720 240926 144337.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D01 P00 233340720 240926 144337.50  855.38  22.60  20.53   9.82 222.92  -0.33  -54.172549  11.870890 99999.00  10  20.53 999.00  10  0.12 13890.67
AVAPS-D01 P10 233340720 240926 144337.75 9999.00  99.00 999.00   9.82 222.93  -0.22  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144338.00  855.49  22.59  20.53   9.82 222.93  -0.30  -54.172723  11.869900 99999.00  10  20.53 999.00  10  0.12 13890.54
AVAPS-D01 P10 233340720 240926 144338.25 9999.00  99.00 999.00   9.83 222.94  -0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P00 233340720 240926 144338.50  855.44  22.60  20.52   9.82 222.93  -0.07  -54.172898  11.868909 99999.00  10  20.52 999.00  10  0.12 13890.46
AVAPS-D01 P10 233340720 240926 144338.75 9999.00  99.00 999.00   9.83 222.95  -0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P00 233340720 240926 144339.00  855.51  22.60  20.54   9.83 222.94  -0.07  -54.173072  11.867918 99999.00  10  20.54 999.00  10  0.13 13890.42
AVAPS-D01 P10 233340720 240926 144339.25 9999.00  99.00 999.00   9.83 222.95  -0.02  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.12 99999.00
AVAPS-D01 P00 233340720 240926 144339.50  855.50  22.59  20.54   9.83 222.96  -0.00  -54.173246  11.866927 99999.00  10  20.54 999.00  10  0.12 13890.40
AVAPS-D01 P10 233340720 240926 144339.75 9999.00  99.00 999.00   9.83 222.97   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144340.00  855.43  22.60  20.51   9.83 222.92   0.02  -54.173420  11.865937 99999.00  10  20.51 999.00  10  0.14 13890.41
AVAPS-D01 P10 233340720 240926 144340.25 9999.00  99.00 999.00   9.82 222.97   0.02  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144340.50  855.46  22.60  20.52   9.83 222.98   0.20  -54.173595  11.864946 99999.00  10  20.52 999.00  10  0.14 13890.39
AVAPS-D01 P10 233340720 240926 144340.75 9999.00  99.00 999.00   9.83 222.98   0.07  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144341.00  855.34  22.60  20.53   9.84 222.99   0.18  -54.173769  11.863955 99999.00  10  20.53 999.00  10  0.13 13890.42
AVAPS-D01 P10 233340720 240926 144341.25 9999.00  99.00 999.00   9.85 222.98   0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D01 P00 233340720 240926 144341.50  855.47  22.60  20.52   9.83 222.99   0.20  -54.173944  11.862964 99999.00  10  20.52 999.00  10  0.18 13890.49
AVAPS-D01 P10 233340720 240926 144341.75 9999.00  99.00 999.00   9.83 222.98   0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.22 99999.00
AVAPS-D01 P00 233340720 240926 144342.00  855.32  22.60  20.53   9.83 222.96   0.14  -54.174118  11.861973 99999.00  10  20.53 999.00  10  0.14 13890.60
AVAPS-D01 P10 233340720 240926 144342.25 9999.00  99.00 999.00   9.84 222.99   0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144342.50  855.32  22.60  20.53   9.84 222.99   0.22  -54.174292  11.860982 99999.00  10  20.53 999.00  10  0.14 13890.72
AVAPS-D01 P10 233340720 240926 144342.75 9999.00  99.00 999.00   9.85 223.03   0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144343.00  855.42  22.60  20.52   9.84 222.99   0.17  -54.174467  11.859991 99999.00  10  20.52 999.00  10  0.14 13890.81
AVAPS-D01 P10 233340720 240926 144343.25 9999.00  99.00 999.00   9.86 222.98   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144343.50  855.54  22.60  20.52   9.86 223.01   0.26  -54.174642  11.859000 99999.00  10  20.52 999.00  10  0.14 13890.86
AVAPS-D01 P10 233340720 240926 144343.75 9999.00  99.00 999.00   9.87 223.00   0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144344.00  855.35  22.60  20.53   9.87 223.00   0.17  -54.174817  11.858010 99999.00  10  20.53 999.00  10  0.15 13890.94
AVAPS-D01 P10 233340720 240926 144344.25 9999.00  99.00 999.00   9.87 223.01   0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D01 P00 233340720 240926 144344.50  855.38  22.60  20.50   9.87 223.02   0.19  -54.174992  11.857019 99999.00  10  20.50 999.00  10  0.15 13891.03
AVAPS-D01 P10 233340720 240926 144344.75 9999.00  99.00 999.00   9.86 223.00   0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D01 P00 233340720 240926 144345.00  855.31  22.60  20.52   9.87 223.01   0.19  -54.175167  11.856028 99999.00  10  20.52 999.00  10  0.15 13891.13
AVAPS-D01 P10 233340720 240926 144345.25 9999.00  99.00 999.00   9.87 223.01   0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D01 P00 233340720 240926 144345.50  855.45  22.60  20.52   9.86 223.02   0.03  -54.175342  11.855037 99999.00  10  20.52 999.00  10  0.14 13891.18
AVAPS-D01 P10 233340720 240926 144345.75 9999.00  99.00 999.00   9.86 223.04   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144346.00  855.39  22.60  20.54   9.85 223.05   0.05  -54.175517  11.854046 99999.00  10  20.54 999.00  10  0.14 13891.22
AVAPS-D01 P10 233340720 240926 144346.25 9999.00  99.00 999.00   9.85 223.04   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144346.50  855.38  22.60  20.53   9.84 223.05   0.14  -54.175691  11.853055 99999.00  10  20.53 999.00  10  0.14 13891.26
AVAPS-D01 P10 233340720 240926 144346.75 9999.00  99.00 999.00   9.83 223.04   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144347.00  855.35  22.60  20.52   9.83 223.05   0.16  -54.175866  11.852064 99999.00  10  20.52 999.00  10  0.14 13891.33
AVAPS-D01 P10 233340720 240926 144347.25 9999.00  99.00 999.00   9.83 223.06   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144347.50  855.38  22.60  20.52   9.83 223.07   0.13  -54.176040  11.851072 99999.00  10  20.52 999.00  10  0.14 13891.40
AVAPS-D01 P10 233340720 240926 144347.75 9999.00  99.00 999.00   9.82 223.08   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144348.00  855.47  22.61  20.53   9.83 223.08  -0.00  -54.176214  11.850081 99999.00  10  20.53 999.00  10  0.14 13891.48
AVAPS-D01 P10 233340720 240926 144348.25 9999.00  99.00 999.00   9.81 223.09   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144348.50  855.28  22.60  20.50   9.82 223.11   0.02  -54.176388  11.849089 99999.00  10  20.50 999.00  10  0.14 13891.53
AVAPS-D01 P10 233340720 240926 144348.75 9999.00  99.00 999.00   9.83 223.09   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144349.00  855.40  22.60  20.51   9.83 223.09   0.16  -54.176563  11.848098 99999.00  10  20.51 999.00  10  0.15 13891.59
AVAPS-D01 P10 233340720 240926 144349.25 9999.00  99.00 999.00   9.82 223.12   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144349.50  855.38  22.61  20.50   9.81 223.10   0.20  -54.176737  11.847107 99999.00  10  20.50 999.00  10  0.14 13891.65
AVAPS-D01 P10 233340720 240926 144349.75 9999.00  99.00 999.00   9.82 223.12   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144350.00  855.42  22.61  20.51   9.81 223.14   0.09  -54.176911  11.846115 99999.00  10  20.51 999.00  10  0.14 13891.71
AVAPS-D01 P10 233340720 240926 144350.25 9999.00  99.00 999.00   9.82 223.12   0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144350.50  855.25  22.61  20.53   9.82 223.15   0.07  -54.177086  11.845123 99999.00  10  20.53 999.00  10  0.13 13891.76
AVAPS-D01 P10 233340720 240926 144350.75 9999.00  99.00 999.00   9.81 223.14   0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144351.00  855.42  22.60  20.51   9.82 223.11   0.11  -54.177260  11.844132 99999.00  10  20.51 999.00  10  0.13 13891.79
AVAPS-D01 P10 233340720 240926 144351.25 9999.00  99.00 999.00   9.82 223.13   0.07  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144351.50  855.42  22.61  20.51   9.81 223.14   0.09  -54.177434  11.843140 99999.00  10  20.51 999.00  10  0.13 13891.84
AVAPS-D01 P10 233340720 240926 144351.75 9999.00  99.00 999.00   9.81 223.14   0.22  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D01 P00 233340720 240926 144352.00  855.35  22.60  20.53   9.81 223.17   0.19  -54.177608  11.842149 99999.00  10  20.53 999.00  10  0.13 13891.93
AVAPS-D01 P10 233340720 240926 144352.25 9999.00  99.00 999.00   9.81 223.19   0.31  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144352.50  855.39  22.61  20.50   9.80 223.15   0.24  -54.177782  11.841157 99999.00  10  20.50 999.00  10  0.14 13892.05
AVAPS-D01 P10 233340720 240926 144352.75 9999.00  99.00 999.00   9.79 223.17   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144353.00  855.30  22.61  20.50   9.79 223.16   0.19  -54.177956  11.840165 99999.00  10  20.50 999.00  10  0.14 13892.12
AVAPS-D01 P10 233340720 240926 144353.25 9999.00  99.00 999.00   9.79 223.18   0.26  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144353.50  855.36  22.61  20.49   9.79 223.19   0.35  -54.178130  11.839173 99999.00  10  20.49 999.00  10  0.14 13892.24
AVAPS-D01 P10 233340720 240926 144353.75 9999.00  99.00 999.00   9.78 223.17   0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144354.00  855.17  22.61  20.51   9.79 223.17   0.23  -54.178304  11.838181 99999.00  10  20.51 999.00  10  0.14 13892.37
AVAPS-D01 P10 233340720 240926 144354.25 9999.00  99.00 999.00   9.78 223.21   0.30  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144354.50  855.29  22.61  20.51   9.78 223.19   0.34  -54.178477  11.837189 99999.00  10  20.51 999.00  10  0.14 13892.47
AVAPS-D01 P10 233340720 240926 144354.75 9999.00  99.00 999.00   9.78 223.21   0.33  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144355.00  855.43  22.61  20.50   9.77 223.20   0.14  -54.178651  11.836197 99999.00  10  20.50 999.00  10  0.14 13892.57
AVAPS-D01 P10 233340720 240926 144355.25 9999.00  99.00 999.00   9.77 223.23   0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144355.50  855.33  22.61  20.50   9.78 223.20   0.25  -54.178825  11.835205 99999.00  10  20.50 999.00  10  0.14 13892.63
AVAPS-D01 P10 233340720 240926 144355.75 9999.00  99.00 999.00   9.75 223.23   0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D01 P00 233340720 240926 144356.00  855.30  22.61  20.52   9.75 223.22   0.12  -54.178998  11.834213 99999.00  10  20.52 999.00  10  0.15 13892.70
AVAPS-D01 P10 233340720 240926 144356.25 9999.00  99.00 999.00   9.76 223.23   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144356.50  855.36  22.61  20.52   9.75 223.26   0.06  -54.179171  11.833221 99999.00  10  20.52 999.00  10  0.14 13892.75
AVAPS-D01 P10 233340720 240926 144356.75 9999.00  99.00 999.00   9.76 223.27  -0.03  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144357.00  855.40  22.61  20.50   9.75 223.27  -0.06  -54.179345  11.832229 99999.00  10  20.50 999.00  10  0.14 13892.71
AVAPS-D01 P10 233340720 240926 144357.25 9999.00  99.00 999.00   9.76 223.27  -0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144357.50  855.45  22.61  20.53   9.75 223.29  -0.12  -54.179518  11.831236 99999.00  10  20.53 999.00  10  0.14 13892.62
AVAPS-D01 P10 233340720 240926 144357.75 9999.00  99.00 999.00   9.75 223.30  -0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144358.00  855.43  22.61  20.51   9.76 223.32  -0.35  -54.179691  11.830244 99999.00  10  20.51 999.00  10  0.14 13892.52
AVAPS-D01 P10 233340720 240926 144358.25 9999.00  99.00 999.00   9.75 223.29  -0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D01 P00 233340720 240926 144358.50  855.37  22.61  20.50   9.75 223.34  -0.22  -54.179864  11.829251 99999.00  10  20.50 999.00  10  0.17 13892.37
AVAPS-D01 P10 233340720 240926 144358.75 9999.00  99.00 999.00   9.75 223.32  -0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144359.00  855.43  22.61  20.52   9.75 223.34  -0.27  -54.180038  11.828259 99999.00  10  20.52 999.00  10  0.14 13892.24
AVAPS-D01 P10 233340720 240926 144359.25 9999.00  99.00 999.00   9.76 223.38  -0.36  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144359.50  855.38  22.61  20.50   9.76 223.38  -0.25  -54.180211  11.827266 99999.00  10  20.50 999.00  10  0.14 13892.04
AVAPS-D01 P10 233340720 240926 144359.75 9999.00  99.00 999.00   9.77 223.39  -0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144400.00  855.46  22.61  20.51   9.77 223.38  -0.29  -54.180385  11.826273 99999.00  10  20.51 999.00  10  0.14 13891.87
AVAPS-D01 P10 233340720 240926 144400.25 9999.00  99.00 999.00   9.77 223.41  -0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D01 P00 233340720 240926 144400.50  855.40  22.61  20.51   9.77 223.39  -0.25  -54.180558  11.825280 99999.00  10  20.51 999.00  10  0.15 13891.72
AVAPS-D01 P10 233340720 240926 144400.75 9999.00  99.00 999.00   9.77 223.42  -0.33  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D01 P00 233340720 240926 144401.00  855.46  22.61  20.50   9.77 223.42  -0.31  -54.180732  11.824287 99999.00  10  20.50 999.00  10  0.16 13891.53
AVAPS-D01 P10 233340720 240926 144401.25 9999.00  99.00 999.00   9.78 223.43  -0.36  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D01 P00 233340720 240926 144401.50  855.47  22.61  20.50   9.77 223.40  -0.32  -54.180906  11.823294 99999.00  10  20.50 999.00  10  0.16 13891.34
AVAPS-D01 P10 233340720 240926 144401.75 9999.00  99.00 999.00   9.78 223.43  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D01 P00 233340720 240926 144402.00  855.40  22.62  20.53   9.79 223.44  -0.24  -54.181079  11.822301 99999.00  10  20.53 999.00  10  0.16 13891.19
AVAPS-D01 P10 233340720 240926 144402.25 9999.00  99.00 999.00   9.79 223.45  -0.32  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D01 P00 233340720 240926 144402.50  855.45  22.61  20.52   9.79 223.42  -0.12  -54.181253  11.821308 99999.00  10  20.52 999.00  10  0.16 13891.04
AVAPS-D01 P10 233340720 240926 144402.75 9999.00  99.00 999.00   9.80 223.43  -0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D01 P00 233340720 240926 144403.00  855.44  22.62  20.52   9.79 223.46  -0.23  -54.181427  11.820315 99999.00  10  20.52 999.00  10  0.17 13890.91
AVAPS-D01 P10 233340720 240926 144403.25 9999.00  99.00 999.00   9.79 223.48  -0.28  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.19 99999.00
AVAPS-D01 P00 233340720 240926 144403.50  855.46  22.62  20.47   9.80 223.49  -0.17  -54.181601  11.819322 99999.00  10  20.47 999.00  10  0.19 13890.78
AVAPS-D01 P10 233340720 240926 144403.75 9999.00  99.00 999.00   9.80 223.50  -0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.19 99999.00
AVAPS-D01 P00 233340720 240926 144404.00  855.43  22.61  20.51   9.79 223.48  -0.17  -54.181776  11.818329 99999.00  10  20.51 999.00  10  0.19 13890.67
AVAPS-D01 P10 233340720 240926 144404.25 9999.00  99.00 999.00   9.80 223.48  -0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.19 99999.00
AVAPS-D01 P00 233340720 240926 144404.50  855.55  22.61  20.51   9.79 223.50  -0.17  -54.181950  11.817336 99999.00  10  20.51 999.00  10  0.19 13890.59
AVAPS-D01 P10 233340720 240926 144404.75 9999.00  99.00 999.00   9.77 223.49  -0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.19 99999.00
AVAPS-D01 P00 233340720 240926 144405.00  855.51  22.61  20.49   9.78 223.49  -0.08  -54.182123  11.816342 99999.00  10  20.49 999.00  10  0.18 13890.53
AVAPS-D01 P10 233340720 240926 144405.25 9999.00  99.00 999.00   9.78 223.49  -0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D01 P00 233340720 240926 144405.50  855.56  22.62  20.53   9.78 223.47   0.04  -54.182297  11.815349 99999.00  10  20.53 999.00  10  0.16 13890.51
AVAPS-D01 P10 233340720 240926 144405.75 9999.00  99.00 999.00   9.79 223.51   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D01 P00 233340720 240926 144406.00  855.59  22.62  20.50   9.78 223.52   0.10  -54.182471  11.814356 99999.00  10  20.50 999.00  10  0.15 13890.58
AVAPS-D01 P10 233340720 240926 144406.25 9999.00  99.00 999.00   9.78 223.47   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
