IWG1_NAMES,TIME,LATref,LONref,ALTref,GPS_GeoidHt.3,ALTPAft.d,AltRaft.1,GS.d,TAS.d,IAS.d,MACH.d,GSZref,THDGref,TRK.d,DA.d,PITCHref,ROLLref,SA.d,AA.d,TA.d,TD.c,TTMref,PS.c,PQ.c,PCAB.1,WS.d,WD.d,UWZ.d,none,none,none,none,FLID,MISSIONID,STORMID,AccZfilterI-GPS.1,AccZfilterI-GPS.2,ACCZref,AccZI-GPS.1,AccZI-GPS.2,AltBCADDU.1,ALTGA.d,AltGPS.1,AltGPS.2,AltGPS.3,AltGPS.4,AltI-GPS.1,AltI-GPS.2,ALTPA.d,AltRa.1,AltRa.2,AltRa1.c,AltRa2.c,ASfmrWS.1,ASfmrRainRate.1,ASfmrTB.1,ASfmrTB.2,ASfmrTB.3,ASfmrTB.4,ASfmrTB.5,ASfmrTB.6,COURSEcorr.d,DV.d,GPS_AltErr.3,GPS_AltErr.4,GSXref,GSYref,GPS_Quality.3,GPS_Quality.4,HT.d,HUM_ABS.d,HUM_REL.d,IASkt.d,LatGPS.1,LatGPS.2,LatGPS.3,LatGPS.4,LatI-GPS.1,LatI-GPS.2,LonGPS.1,LonGPS.2,LonGPS.3,LonGPS.4,LonI-GPS.1,LonI-GPS.2,MDSHOUR.1,MDSMINUTE.1,MDSSECOND.1,MR.d,PDALPHA.1,PDALPHA.2,PDBETA.1,PDBETA.2,PitchI-GPS.1,PitchI-GPS.2,PitchI-GPS.3,PitchI-GPS.4,PQALPHA.1,PQBETA.1,PQM.1,PQM.2,PQM.3,PQM.4,PSM.1,PSM.2,PSURF.d,PTM.1,RollI-GPS.1,RollI-GPS.2,RollI-GPS.3,RollI-GPS.4,SfmrRainRate.1,SfmrT.6,SfmrT.7,SfmrWS.1,SST.1,Salinity.1,TASkt.d,TDM.1,TDM.2,TDM.3,THdgI-GPS.1,THdgI-GPS.2,THdgI-GPS.3,THdgI-GPS.4,THETA.d,THETAE.d,THETAV.d,TRadD.1,TRadS.1,TRKdesired.d,TTM.1,TTM.2,TVIRT.d
IWG1,20200117T124936,13.0803,-59.4809,59.3,-49.0,60.0,6.2,0.0,1.3,1.28,0.00,0.00,346.2801,90.0000,103.72,-0.36,-0.22,583.47,-14.12,27.79,20.99,27.79,1011.05,0.01,1011.1,1.32,70.6607,0.00,,,,,20200117I1,NONE NONE,NONE,-0.00,0.01,-0.00,-0.00,0.01,40.23,59.24,43.89,46.33,57.38,59.35,52.43,53.64,18.29,1.90,1.90,1.90,1.90,,,,,,,295.23,,70.66,40.96,0.10,2.35,0.00,0.00,5.00,9.00,157.02,17.87,65.66,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,38.01,15.66,0.07,0.01,0.83,0.19,-0.36,-0.41,-0.36,-0.41,-0.03,0.01,-0.47,-0.23,-0.39,-0.77,1011.16,1011.05,1017.81,1010.00,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.34,20.99,2.21,346.28,346.35,346.28,346.35,300.01,346.08,271.20,29.92,23.98,160.66,27.79,27.83,303.77
IWG1,20200117T124937,13.0803,-59.4809,59.5,-49.0,60.0,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,196.59,90.32,27.72,20.98,27.72,1011.05,0.01,1011.1,1.21,60.2116,0.57,,,,,20200117I1,NONE NONE,NONE,-0.01,-0.01,-0.01,-0.01,-0.01,40.33,59.43,43.89,46.33,57.36,59.54,52.43,53.64,18.29,1.90,1.90,1.90,1.90,,,294.75,,,,,,60.21,41.15,0.10,2.36,0.00,0.00,5.00,9.00,157.19,17.87,65.92,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,39.01,15.65,0.31,-0.01,0.93,0.24,-0.36,-0.41,-0.36,-0.41,0.02,0.03,-0.49,-0.26,-0.41,-0.76,1011.16,1011.05,1017.83,1009.99,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.35,20.98,2.20,346.28,346.35,346.28,346.35,299.94,345.98,271.20,29.94,24.49,150.21,27.72,27.71,303.70
IWG1,20200117T124938,13.0803,-59.4809,59.3,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,127.43,29.18,27.64,20.96,27.64,1011.06,0.01,1011.1,1.29,52.1606,0.28,,,,,20200117I1,NONE NONE,NONE,-0.01,0.03,-0.01,-0.01,0.03,40.10,59.18,43.89,46.33,57.36,59.28,52.43,53.64,18.20,1.90,1.90,1.90,1.90,,,,,386.17,,,,52.16,40.98,0.10,2.32,0.00,0.00,5.00,9.00,157.00,17.85,66.14,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,40.01,15.63,0.17,-0.01,0.68,0.26,-0.36,-0.41,-0.36,-0.41,0.03,0.04,-0.47,-0.22,-0.37,-0.69,1011.19,1011.06,1017.81,1010.05,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.36,20.96,2.20,346.28,346.35,346.28,346.35,299.86,345.82,271.20,29.99,24.72,142.16,27.64,27.61,303.62
IWG1,20200117T124939,13.0803,-59.4809,58.4,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,81.32,89.52,27.58,20.97,27.58,1011.06,0.01,1011.1,0.98,41.4927,0.85,,,,,20200117I1,NONE NONE,NONE,0.01,-0.00,0.01,0.01,-0.00,40.02,58.35,43.89,46.33,57.36,58.45,52.43,53.64,18.19,1.90,1.90,1.90,1.90,,,,,,294.88,,,41.49,40.16,0.10,3.30,0.00,0.00,5.00,9.00,156.16,17.87,66.43,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,41.01,15.64,0.05,0.00,0.20,0.25,-0.36,-0.41,-0.36,-0.41,0.00,0.02,-0.53,-0.22,-0.38,-0.65,1011.14,1011.06,1017.72,1010.08,-0.22,-0.28,-0.22,-0.28,,,,,255.00,36.00,2.56,21.36,20.97,2.19,346.28,346.35,346.28,346.35,299.80,345.76,271.20,29.91,24.12,131.49,27.58,27.52,303.55
IWG1,20200117T124940,13.0803,-59.4809,58.6,-49.0,59.9,6.2,0.0,1.3,1.28,0.00,0.00,346.2820,90.0000,103.72,-0.36,-0.22,55.28,18.92,27.50,20.97,27.50,1011.06,0.01,1011.1,1.28,30.3568,0.25,,,,,20200117I1,NONE NONE,NONE,0.00,0.00,0.00,0.00,0.00,40.01,58.48,43.89,46.33,57.34,58.58,52.43,53.64,18.25,1.90,1.90,1.90,1.90,,,,,,,,296.70,30.36,40.23,0.10,3.98,0.00,0.00,5.00,9.00,156.20,17.87,66.76,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,42.01,15.64,0.15,0.01,0.15,0.29,-0.36,-0.41,-0.36,-0.41,0.05,0.02,-0.52,-0.22,-0.37,-0.59,1011.23,1011.06,1017.73,1010.14,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.37,20.97,2.19,346.28,346.35,346.28,346.35,299.72,345.68,271.20,29.84,24.01,120.36,27.50,27.41,303.47
IWG1,20200117T124941,13.0803,-59.4809,58.6,-49.0,60.2,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,114.21,-219.31,27.46,20.98,27.46,1011.04,0.01,1011.1,0.66,48.9179,-1.19,,,,,20200117I1,NONE NONE,NONE,-0.01,0.02,-0.01,-0.01,0.02,40.60,58.46,43.89,46.33,57.32,58.56,52.43,53.64,18.35,1.90,1.90,1.90,1.90,,,,295.21,,,,,48.92,40.10,0.10,3.81,0.00,0.00,5.00,9.00,156.06,17.89,66.96,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,43.04,15.65,0.10,-0.00,0.35,0.22,-0.36,-0.41,-0.36,-0.41,-0.00,0.02,-0.49,-0.10,-0.25,-0.50,1011.24,1011.04,1017.72,1010.16,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.36,20.98,2.19,346.28,346.35,346.28,346.35,299.68,345.66,271.20,29.93,24.14,138.92,27.46,27.37,303.44
IWG1,20200117T124942,13.0803,-59.4809,58.6,-49.0,60.0,6.2,0.0,1.4,1.36,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,75.74,20.89,27.46,20.98,27.47,1011.05,0.01,1011.1,1.38,39.2692,0.25,,,,,20200117I1,NONE NONE,NONE,0.00,-0.03,0.00,0.00,-0.03,40.48,58.48,43.89,46.33,57.32,58.59,52.43,53.64,18.29,1.90,1.90,1.90,1.90,,,,,,294.88,,,39.27,40.19,0.10,3.92,0.00,0.00,5.00,9.00,156.15,17.88,66.94,2.65,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,44.01,15.65,0.14,0.01,0.23,0.30,-0.36,-0.41,-0.36,-0.41,0.04,0.02,-0.51,0.01,-0.15,-0.46,1011.17,1011.05,1017.73,1010.25,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.74,21.36,20.98,2.19,346.28,346.35,346.28,346.35,299.69,345.66,271.20,29.95,24.17,129.27,27.47,27.38,303.44
IWG1,20200117T124943,13.0803,-59.4809,58.6,-49.0,60.0,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,93.97,8.51,27.47,20.99,27.47,1011.05,0.01,1011.1,1.31,44.9441,0.05,,,,,20200117I1,NONE NONE,NONE,0.00,0.01,0.00,0.00,0.01,40.17,58.48,43.89,46.33,57.32,58.58,52.43,53.64,18.28,1.90,1.90,1.90,1.90,,,,,,,296.17,,44.94,40.20,0.10,3.88,0.00,0.00,5.00,9.00,156.17,17.89,66.94,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,45.02,15.65,0.20,0.01,0.25,0.21,-0.36,-0.41,-0.36,-0.41,0.14,0.02,-0.40,-0.17,-0.32,-0.47,1011.27,1011.05,1017.73,1010.33,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.37,20.99,2.20,346.28,346.35,346.28,346.35,299.69,345.68,271.20,29.92,24.12,134.94,27.47,27.39,303.45
IWG1,20200117T124944,13.0803,-59.4809,58.6,-49.0,59.9,6.2,0.0,1.3,1.28,0.00,0.00,346.2808,90.0000,103.72,-0.36,-0.22,232.96,36.84,27.48,20.98,27.48,1011.05,0.01,1011.1,1.30,62.5235,0.15,,,,,20200117I1,NONE NONE,NONE,0.00,-0.00,0.00,0.00,-0.00,40.42,58.51,43.89,46.33,57.32,58.61,52.43,53.64,18.27,1.90,1.90,1.90,1.90,,,293.84,,,,,,62.52,40.24,0.10,3.85,0.00,0.00,5.00,9.00,156.20,17.88,66.89,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,46.01,15.65,0.18,0.01,0.35,0.14,-0.36,-0.41,-0.36,-0.41,0.03,0.01,-0.41,-0.15,-0.31,-0.54,1011.21,1011.05,1017.73,1010.15,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.35,20.98,2.20,346.28,346.35,346.28,346.35,299.70,345.67,271.20,29.88,24.24,152.52,27.48,27.42,303.45
IWG1,20200117T124945,13.0803,-59.4809,58.4,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2831,90.0000,103.72,-0.36,-0.22,-231.45,22.88,27.47,20.92,27.47,1011.06,0.01,1011.1,1.31,270.1513,0.08,,,,,20200117I1,NONE NONE,NONE,-0.00,0.01,-0.00,-0.00,0.01,39.97,58.35,43.89,46.57,57.31,58.45,52.43,53.64,18.19,1.90,1.90,1.90,1.90,,,,,387.68,,,,-89.85,40.16,0.10,3.88,0.00,0.00,5.00,9.00,156.12,17.82,66.68,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,47.03,15.59,0.37,0.00,0.39,0.18,-0.36,-0.41,-0.36,-0.41,0.10,-0.01,-0.46,-0.21,-0.37,-0.59,1011.19,1011.06,1017.72,1010.20,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.33,20.92,2.19,346.28,346.35,346.28,346.35,299.69,345.50,271.20,29.83,24.18,0.15,27.47,27.42,303.44
IWG1,20200117T124946,13.0803,-59.4809,58.7,-49.0,59.5,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,153.99,288.73,27.50,20.95,27.50,1011.07,0.01,1011.1,0.65,56.6007,1.10,,,,,20200117I1,NONE NONE,NONE,0.01,0.02,0.01,0.01,0.02,39.50,58.55,43.89,47.55,57.31,58.66,52.43,53.64,18.15,1.90,1.90,1.90,1.90,,,,,,,295.72,,56.60,40.40,0.10,3.82,0.00,0.00,5.00,9.00,156.38,17.85,66.67,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,48.01,15.62,0.06,-0.01,0.25,0.25,-0.36,-0.41,-0.36,-0.41,0.00,0.01,-0.55,-0.21,-0.36,-0.56,1011.21,1011.07,1017.75,1010.32,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.33,20.95,2.20,346.28,346.35,346.28,346.35,299.72,345.62,271.20,29.87,23.73,146.60,27.50,27.47,303.47
IWG1,20200117T124947,13.0803,-59.4809,58.6,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2830,90.0000,103.72,-0.36,-0.22,738.27,-15.15,27.55,20.95,27.55,1011.06,0.01,1011.1,1.32,71.8374,-0.06,,,,,20200117I1,NONE NONE,NONE,0.02,-0.02,0.02,0.02,-0.02,39.82,58.45,43.89,47.55,57.31,58.55,52.43,53.64,18.21,1.90,1.90,1.90,1.90,,,295.28,,,,,,71.84,40.24,0.10,3.90,0.00,0.00,5.00,9.00,156.24,17.85,66.48,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,49.01,15.62,0.04,0.00,0.49,0.27,-0.36,-0.41,-0.36,-0.41,-0.02,0.00,-0.44,-0.19,-0.35,-0.51,1011.26,1011.06,1017.73,1010.24,-0.22,-0.27,-0.22,-0.27,,968.00,952.00,,255.00,36.00,2.56,21.31,20.95,2.19,346.28,346.35,346.28,346.35,299.77,345.69,271.20,29.90,23.17,161.84,27.55,27.52,303.52
IWG1,20200117T124948,13.0803,-59.4809,58.5,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,268.13,5.15,27.58,20.94,27.58,1011.06,0.01,1011.1,1.32,64.2278,-0.01,,,,,20200117I1,NONE NONE,NONE,0.00,0.00,0.00,0.00,0.00,39.70,58.38,43.89,47.55,57.31,58.48,52.43,53.64,18.19,1.90,1.90,1.90,1.90,,,,295.17,,,,,64.23,40.19,0.10,3.61,0.00,0.00,5.00,9.00,156.19,17.84,66.32,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,50.01,15.61,0.01,-0.01,0.28,0.33,-0.36,-0.41,-0.36,-0.41,0.01,0.01,-0.44,-0.17,-0.32,-0.45,1011.18,1011.06,1017.72,1010.48,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.30,20.94,2.20,346.28,346.35,346.28,346.35,299.80,345.69,271.20,29.91,23.12,154.23,27.58,27.55,303.55
IWG1,20200117T124949,13.0803,-59.4809,58.5,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,237.35,15.43,27.58,20.93,27.58,1011.06,0.01,1011.1,1.32,62.7349,0.04,,,,,20200117I1,NONE NONE,NONE,-0.01,0.01,-0.01,-0.01,0.01,39.52,58.40,43.89,47.55,57.31,58.50,52.43,53.64,18.18,1.90,1.90,1.90,1.90,,,,,,295.53,,,62.73,40.22,0.10,3.59,0.00,0.00,5.00,9.00,156.22,17.83,66.27,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,51.01,15.60,0.05,0.00,0.30,0.31,-0.36,-0.41,-0.36,-0.41,0.02,0.01,-0.43,-0.20,-0.35,-0.52,1011.20,1011.07,1017.73,1010.36,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.30,20.93,2.20,346.28,346.35,346.28,346.35,299.80,345.67,271.20,29.91,23.12,152.73,27.58,27.54,303.55
IWG1,20200117T124950,13.0803,-59.4809,58.4,-49.0,59.8,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,168.07,0.94,27.61,20.91,27.61,1011.06,0.01,1011.1,1.32,57.4613,-0.04,,,,,20200117I1,NONE NONE,NONE,0.01,-0.00,0.01,0.01,-0.00,39.79,58.29,43.89,47.55,57.31,58.40,52.43,53.64,18.24,1.90,1.90,1.90,1.90,,,,,,,295.86,,57.46,40.06,0.10,3.81,0.00,0.00,5.00,9.00,156.06,17.80,66.08,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,52.05,15.58,0.02,-0.01,0.29,0.30,-0.36,-0.41,-0.36,-0.41,0.15,0.01,-0.46,-0.13,-0.29,-0.52,1011.18,1011.06,1017.71,1010.25,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.30,20.91,2.20,346.28,346.35,346.28,346.35,299.83,345.64,271.20,29.93,23.23,147.46,27.61,27.56,303.57
IWG1,20200117T124951,13.0803,-59.4809,58.6,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,-37.92,0.17,27.66,20.93,27.66,1011.06,0.01,1011.1,1.32,312.7834,-0.02,,,,,20200117I1,NONE NONE,NONE,-0.00,0.03,-0.00,-0.00,0.03,39.78,58.45,43.89,47.55,57.31,58.55,52.43,53.64,18.21,1.90,1.90,1.90,1.90,,,295.40,,,,,,-47.22,40.24,0.10,3.80,0.00,0.00,5.00,9.00,156.27,17.82,65.93,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,53.01,15.60,0.00,0.01,-0.12,0.20,-0.36,-0.41,-0.36,-0.41,0.11,0.02,-0.37,-0.17,-0.33,-0.55,1011.27,1011.06,1017.73,1010.24,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.30,20.93,2.20,346.28,346.35,346.28,346.35,299.88,345.76,271.20,29.90,23.74,42.78,27.66,27.62,303.63
IWG1,20200117T124952,13.0803,-59.4809,58.4,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,105.31,11.30,27.73,20.93,27.73,1011.06,0.01,1011.1,1.31,47.7746,0.09,,,,,20200117I1,NONE NONE,NONE,-0.00,0.00,-0.00,-0.00,0.00,39.70,58.34,43.89,47.55,57.31,58.44,52.43,53.64,18.19,1.90,1.90,1.90,1.90,,,,,341.48,,,,47.77,40.15,0.10,3.87,0.00,0.00,5.00,9.00,156.20,17.82,65.67,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,54.01,15.60,0.06,0.01,0.40,0.21,-0.36,-0.41,-0.36,-0.41,0.03,0.03,-0.40,-0.10,-0.25,-0.45,1011.23,1011.06,1017.72,1010.44,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.28,20.93,2.20,346.28,346.35,346.28,346.35,299.95,345.84,271.20,29.89,23.79,137.77,27.73,27.71,303.70
IWG1,20200117T124953,13.0803,-59.4809,58.4,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,0.49,20.00,27.76,20.94,27.76,1011.06,0.01,1011.1,1.24,346.8552,0.41,,,,,20200117I1,NONE NONE,NONE,0.00,-0.00,0.00,0.00,-0.00,39.82,58.33,43.89,47.55,57.30,58.43,52.43,53.64,18.18,1.90,1.90,1.90,1.90,,,,,,,295.85,,-13.14,40.14,0.10,3.72,0.00,0.00,5.00,9.00,156.20,17.82,65.58,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,55.01,15.61,0.07,0.01,0.00,0.11,-0.36,-0.41,-0.36,-0.41,0.02,0.03,-0.49,-0.07,-0.23,-0.34,1011.21,1011.07,1017.71,1010.71,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.29,20.94,2.19,346.28,346.35,346.28,346.35,299.98,345.90,271.20,30.02,23.86,76.86,27.76,27.75,303.73
IWG1,20200117T124954,13.0803,-59.4809,59.1,-49.0,59.6,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,-38.18,3.74,27.78,20.94,27.78,1011.07,0.01,1011.1,1.32,312.6063,0.09,,,,,20200117I1,NONE NONE,NONE,-0.01,0.01,-0.01,-0.01,0.01,39.73,59.00,43.89,47.55,57.29,59.11,52.43,53.64,18.17,1.90,1.90,1.90,1.90,,,294.63,,,,,,-47.39,40.84,0.10,2.81,0.00,0.00,5.00,9.00,156.90,17.82,65.48,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,56.02,15.61,-0.02,-0.00,-0.10,0.10,-0.36,-0.41,-0.36,-0.41,-0.04,0.02,-0.46,-0.10,-0.26,-0.35,1011.24,1011.07,1017.79,1010.64,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.27,20.94,2.19,346.28,346.35,346.28,346.35,300.00,345.93,271.20,30.01,24.27,42.61,27.78,27.76,303.76
IWG1,20200117T124955,13.0803,-59.4809,58.5,-49.0,59.7,6.2,0.0,1.3,1.28,0.00,0.00,346.2836,90.0000,103.72,-0.36,-0.22,-39.77,5.40,27.81,20.91,27.81,1011.06,0.01,1011.1,1.31,311.5159,0.11,,,,,20200117I1,NONE NONE,NONE,0.01,-0.02,0.01,0.01,-0.02,40.14,58.41,43.89,47.55,57.29,58.51,52.43,53.64,18.20,1.90,1.86,1.90,1.86,,,,296.35,,,,,-48.48,40.21,0.10,2.25,0.00,0.00,5.00,9.00,156.28,17.79,65.29,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,57.01,15.58,0.06,0.01,-0.11,0.04,-0.36,-0.41,-0.36,-0.41,0.07,0.02,-0.40,-0.03,-0.18,-0.37,1011.26,1011.06,1017.72,1010.56,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.28,20.91,2.18,346.28,346.35,346.28,346.35,300.02,345.88,271.20,29.91,24.40,41.52,27.81,27.78,303.77
IWG1,20200117T124956,13.0803,-59.4809,58.5,-49.0,59.8,6.2,0.0,1.3,1.28,0.00,0.00,346.2823,90.0000,103.72,-0.36,-0.22,-42.20,-163.14,27.79,20.92,27.79,1011.06,0.01,1011.1,0.54,310.0140,-1.24,,,,,20200117I1,NONE NONE,NONE,-0.01,0.01,-0.01,-0.01,0.01,40.34,58.41,43.89,47.55,57.29,58.52,52.43,53.64,18.23,1.90,1.90,1.90,1.90,,,,,,295.38,,,-49.99,40.18,0.10,2.29,0.00,0.00,5.00,9.00,156.25,17.80,65.38,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,58.01,15.59,0.14,-0.01,-0.10,0.15,-0.36,-0.42,-0.36,-0.42,-0.01,0.02,-0.42,-0.05,-0.21,-0.40,1011.21,1011.06,1017.72,1010.52,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.28,20.92,2.19,346.28,346.35,346.28,346.35,300.01,345.87,271.20,29.95,24.13,40.01,27.79,27.78,303.76
IWG1,20200117T124957,13.0803,-59.4809,59.6,-49.0,59.8,6.2,0.0,1.3,1.28,0.00,0.00,346.2810,90.0000,103.72,-0.36,-0.22,92.85,31.08,27.80,20.90,27.80,1011.06,0.01,1011.1,1.27,44.7238,0.40,,,,,20200117I1,NONE NONE,NONE,-0.00,-0.00,-0.00,-0.00,-0.00,40.20,59.50,43.89,47.55,57.28,59.60,52.43,53.64,18.21,1.90,1.90,1.90,1.90,,,,,,,,296.48,44.72,41.28,0.10,2.92,0.00,0.00,5.00,9.00,157.35,17.78,65.27,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,49.00,59.02,15.57,0.23,0.01,0.25,0.18,-0.36,-0.42,-0.36,-0.42,0.04,0.02,-0.46,-0.01,-0.16,-0.34,1011.19,1011.06,1017.84,1010.69,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.29,20.90,2.18,346.28,346.35,346.28,346.35,300.02,345.84,271.20,29.90,23.83,134.72,27.80,27.78,303.76
IWG1,20200117T124958,13.0803,-59.4809,59.5,-49.0,59.9,6.2,0.0,1.3,1.28,0.00,0.00,346.2801,90.0000,103.72,-0.36,-0.22,361.24,-199.40,27.85,20.88,27.85,1011.05,0.01,1011.1,1.16,67.0508,-0.55,,,,,20200117I1,NONE NONE,NONE,-0.01,-0.02,-0.01,-0.01,-0.02,40.40,59.42,43.89,47.55,57.27,59.52,52.43,53.64,18.27,1.90,1.90,1.90,1.90,,,,294.88,,,,,67.05,41.15,0.10,2.96,0.00,0.00,5.00,9.00,157.23,17.75,64.95,2.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,50.00,0.05,15.55,0.13,0.00,0.59,0.18,-0.36,-0.42,-0.36,-0.42,-0.00,0.01,-0.36,-0.13,-0.29,-0.45,1011.25,1011.06,1017.83,1010.45,-0.22,-0.27,-0.22,-0.27,,,,,255.00,36.00,2.56,21.27,20.88,2.18,346.28,346.35,346.28,346.35,300.07,345.83,271.20,29.94,23.52,157.05,27.85,27.82,303.81
