FileType,AVAPS II Data
FileFormat,CSV
MessageType,3
Comment: This file contains raw and derived data for the AVAPS II Sonde Type specified above.
Comment: Sonde data frames are organized into data blocks ending with a <name> BLOCK error flag.
Comment: BLOCK error flag values: 0=no bit errors; 1=bit error(s); -999=block data missing.
Comment: Missing data or out of range data value flag: -999.
Comment: The Date & Time (UTC) column is formatted as an ISO-8601 string.
Labels,Data Date & Time (UTC),Data Time (sec),Frame Time (sec),Frame Type,Frame Count,FRAME BLOCK error (0-1),PTU Time (sec),RSS421 Pressure (mb),RSS421 Air Temp (C),RSS421 RH (%),RSS421 RH Temp (C),Mixing Ratio (g/Kg),Dewpoint Temp (C),Virtual Temp (C),Potential Temp (K),Equiv Potential Temp (K),PTU Vertical Velocity (m/s),Geopotential Altitude (m),PTU BLOCK error (0-1),GPS VEL Time (sec),GPS Wind Direction (deg),GPS Wind Speed (m/s),GPS U Wind (m/s),GPS V Wind (m/s),GPS W.S. Accuracy (m/s),GPS Vert Velocity (m/s),GPS MSL Altitude (m),GPS SOG (km/h),GPS COG (deg),GPS Satellites,GPS Fix Type,GPS VEL CRC-16,GPS VEL BLOCK error (0-1),GPS Longitude (deg),GPS Latitude (deg),GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS POS CRC-16,GPS POS BLOCK error (0-1),Sea Surface Temp (C) ,SST (body temp) (C) ,Spare 1 (U16),Spare 2 (U16),Spare 3 (U16),Spare 4 (U16),Spare 5 (U16),Spare 6 (U16),Spare 7 (U16),PTU Module Status (U16),PTU Module Errors (U16),Parachute L.D. CDS (U16),GPS Resets Count (U8),GPS Loop Speed (U8),GPS Tracking Position (U8),MISC CRC-16,MISC BLOCK error (0-1),Sonde ID,Launch Detect Count,Battery Voltage (vdc),RSS421 Internal Temp (C),Revision Control,ENGR CRC-16,ENGR BLOCK error (0-1)
Data,2020-01-22 15:16:33.000Z,159.5,159.5,3,456,0,159.5,924.51593,26.18158,51.165102,31.036703,11.920665,15.311456,28.328728,306.126566,338.022112,-999,-999,0,159.5,229.03,210.49,158.931104,138.010668,0.16,4.35,10268.37,210.49,49.03,13,3,34342,0,-58.389752,14.054179,0.84,1.01,18435,0,0,0,0,0,0,0,0,0,0,4104,0,20112,4,0,35,10942,0,192510289,0,5.904,29.825188,16690,36577,0
Data,2020-01-22 15:16:33.250Z,159.75,159.5,3,456,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,159.75,229.04,210.55,159.000499,138.022259,0.14,4.38,10269.47,210.55,49.04,13,3,64311,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,0,5.904,29.825188,16690,36577,0
Data,2020-01-22 15:16:33.500Z,160,160,3,457,0,160,924.502686,25.982086,52.129381,30.985163,12.004483,15.4183,28.142708,305.923797,338.056208,-999,-999,0,160,229.05,210.65,159.100114,138.060046,0.17,4.42,10270.67,210.65,49.05,10,3,2572,0,-58.389017,14.054801,0.85,1.03,11546,0,0,0,12336,12336,12336,12336,12336,12336,12336,12336,12336,12336,48,0,48,35198,1,808464432,12336,-999,0,12336,29561,1
Data,2020-01-22 15:16:33.750Z,160.25,160,3,457,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,160.25,229.1,210.7,159.258326,137.953889,81.98,4.24,10271.2,210.7,49.1,12,-999,42068,1,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,808464432,12336,-999,0,12336,29561,1
Data,2020-01-22 15:18:14.000Z,260.5,260.5,3,658,0,260.5,337.237244,25.251064,5.081436,28.613625,3.02807,-16.918249,25.799678,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,0,6995,0,-58.224145,14.168212,17.28,16.62,6103,0,0,0,0,0,0,0,0,0,0,4104,0,17546,4,0,35,34728,0,192510289,0,5.884,30.466412,16690,61882,0
Data,2020-01-22 15:18:14.250Z,260.75,260.5,3,658,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,0,60156,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,0,5.884,30.466412,16690,61882,0
Data,2020-01-22 15:18:14.500Z,261,261,3,659,0,261,274.77182,-6.351758,3.974881,18.045769,0.342794,-42.145432,-6.29608,386.044098,387.280508,-999,-999,0,261,241.92,200.81,177.172901,94.522057,3.15,-8.52,10338.14,200.81,61.92,6,3,34162,0,-58.223372,14.168645,16.34,16.45,25477,0,0,0,614,0,0,0,0,0,0,4104,0,6128,4,0,36,19968,0,192510289,0,5.858,30.502243,16690,25540,0
Data,2020-01-22 15:18:14.750Z,261.25,261,3,659,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,261.25,240.97,198.66,173.701498,96.403242,3.14,-17,10329.48,198.66,60.97,7,3,6902,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,0,5.858,30.502243,16690,25540,0
Data,2020-01-22 15:18:15.000Z,261.5,261.5,3,660,0,261.5,274.022675,-23.744547,9.371101,11.008345,0.192729,-47.451519,-23.715279,361.159469,361.854715,-999,-999,0,261.5,240.46,193.99,168.773571,95.643096,3.18,-18.64,10325.2,193.99,60.46,8,3,37918,0,-58.222617,14.169114,14.87,15.54,22899,0,0,0,34248,0,0,0,0,0,0,6152,0,5758,4,0,37,18598,0,192510289,660,5.897,30.502243,16690,21886,0
Data,2020-01-22 15:18:15.250Z,261.75,261.5,3,660,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,261.75,240.27,187.72,163.010787,93.092866,3.83,-21.56,10317.26,187.72,60.27,8,3,52595,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.897,30.502243,16690,21886,0
Data,2020-01-22 15:18:15.500Z,262,262,3,661,0,262,275.046173,-29.494095,15.441161,6.744184,0.186967,-47.68899,-29.466357,352.457647,353.131384,-999,-999,0,262,240.05,182.05,157.739299,90.887381,4.48,-23.59,10308.89,182.05,60.05,8,3,49961,0,-58.221901,14.169536,13.37,14.24,1845,0,0,0,28286,0,0,0,0,0,0,6152,0,5762,4,0,37,15330,0,192510289,660,5.73,30.502243,16690,46017,0
Data,2020-01-22 15:18:15.750Z,262.25,262,3,661,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,262.25,239.38,165.57,142.483629,84.331729,5.25,-27.08,10296.47,165.57,59.38,7,3,26242,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.73,30.502243,16690,46017,0
Data,2020-01-22 15:18:16.000Z,262.5,262.5,3,662,0,262.5,275.272858,-32.195465,20.221266,3.851924,0.189195,-47.576041,-32.167708,348.467897,349.149518,-999,10047.41119,0,262.5,240.45,151.79,132.046013,74.860233,5.86,-31.44,10286.56,151.79,60.45,7,3,43544,0,-58.221303,14.169907,11.96,12.4,26005,0,0,0,52436,0,0,0,0,0,0,6152,0,5750,4,0,37,51163,0,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:16.250Z,262.75,262.5,3,662,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,262.75,241.98,133.1,117.498505,62.527684,7.05,-34.23,10280.74,133.1,61.98,5,3,34358,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:16.500Z,263,263,3,663,0,263,275.594604,-33.535576,23.715354,1.845981,0.194619,-47.313175,-33.507182,346.414079,347.11503,-16.434111,10039.194134,0,263,243.91,112.84,101.342094,49.625049,7.47,-32.96,10281.91,112.84,63.91,6,3,30380,0,-58.220876,14.170166,19.39,14.82,16647,0,0,0,61509,0,0,0,0,0,0,6152,0,5790,4,0,38,10828,0,192510289,660,5.717,30.502243,16690,31361,0
Data,2020-01-22 15:18:16.750Z,263.25,263,3,663,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,263.25,256.84,60.41,58.823518,13.753613,5.64,-22.91,10297.77,60.41,76.84,6,3,58944,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.717,30.502243,16690,31361,0
Data,2020-01-22 15:18:17.000Z,263.5,263.5,3,664,0,263.5,275.873352,-34.255951,26.491754,0.240029,0.202392,-46.95325,-34.226512,345.272781,346.001549,-14.161378,10032.113445,0,263.5,271.09,42.94,42.93223,-0.816845,3.7,-16.95,10311.27,42.94,91.09,7,3,10173,0,-58.220966,14.170077,17.17,15.33,10065,0,0,0,65535,0,0,0,0,0,0,6152,0,5807,4,0,38,12749,0,192510289,660,5.71,30.502243,16690,12029,0
Data,2020-01-22 15:18:17.250Z,263.75,263.5,3,664,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,263.75,281.43,38.14,37.38359,-7.558226,3.02,-16.05,10312.83,38.14,101.43,6,3,56022,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.71,30.502243,16690,12029,0
Data,2020-01-22 15:18:17.500Z,264,264,3,665,0,264,276.211914,-34.630558,27.796152,-1.122253,0.204418,-46.852777,-34.600871,344.61046,345.346275,-17.141671,10023.54261,0,264,286.2,37.39,35.905381,-10.431477,2.6,-14.7,10314.83,37.39,106.2,7,3,51134,0,-58.22098,14.169819,63.29,41.29,34065,0,0,0,65535,0,0,0,0,0,0,6152,0,5789,4,0,38,45068,0,192510289,660,5.717,30.502243,16690,31361,0
Data,2020-01-22 15:18:17.750Z,264.25,264,3,665,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,264.25,284.91,38.37,37.078128,-9.872657,3.37,-14.49,10311.52,38.37,104.91,8,3,2039,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.717,30.502243,16690,31361,0
Data,2020-01-22 15:18:18.000Z,264.5,264.5,3,666,0,264.5,276.566895,-34.821636,28.513678,-2.329264,0.205513,-46.793224,-34.791814,344.207934,344.947422,-17.929149,10014.578035,0,264.5,281.28,39.61,38.844854,-7.747868,4.05,-15.47,10303.42,39.61,101.28,7,3,34181,0,-58.220858,14.169648,61.39,39.43,39980,0,0,0,65535,0,0,0,0,0,0,6152,0,5836,4,0,38,16143,0,192510289,660,5.723,30.502243,16690,62131,0
Data,2020-01-22 15:18:18.250Z,264.75,264.5,3,666,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,264.75,291.07,34,31.726825,-12.223281,2.17,-16.66,10296.28,34,111.07,9,3,20313,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.723,30.502243,16690,62131,0
Data,2020-01-22 15:18:18.500Z,265,265,3,667,0,265,276.917725,-34.897186,29.229388,-3.325906,0.20884,-46.637311,-34.866891,343.974084,344.725286,-17.687056,10005.734507,0,265,297.25,31.39,27.906248,-14.372662,1.27,-17.63,10289.06,31.39,117.25,10,3,32383,0,-58.220982,14.169354,19.9,15.26,44659,0,0,0,33024,0,0,0,0,0,0,6152,0,5741,4,0,40,61537,0,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:18.750Z,265.25,265,3,667,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,265.25,298.36,31.42,27.648984,-14.924814,1.1,-17.6,10286.27,31.42,118.36,7,3,17876,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:19.000Z,265.5,265.5,3,668,0,265.5,277.220978,-34.88525,29.988941,-4.241657,0.214287,-46.395308,-34.854163,343.883654,344.654231,-15.268428,9998.100293,0,265.5,299.3,31.04,27.06903,-15.190431,0.8,-17.7,10281.95,31.04,119.3,7,3,46582,0,-58.221241,14.169005,19.96,16.76,10335,0,0,0,19190,0,0,0,0,0,0,6152,0,5754,4,0,38,3819,0,192510289,660,5.723,30.502243,16690,62131,0
Data,2020-01-22 15:18:19.250Z,265.75,265.5,3,668,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,265.75,299.92,30.94,26.8164,-15.432572,0.66,-18.08,10276.49,30.94,119.92,8,3,15339,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.723,30.502243,16690,62131,0
Data,2020-01-22 15:18:19.500Z,266,266,3,669,0,266,277.648743,-34.920059,30.777933,-4.991259,0.218833,-46.191687,-34.888317,343.681828,344.468424,-21.508102,9987.346242,0,266,300.57,30.8,26.51906,-15.664592,0.69,-17.92,10273.87,30.8,120.57,9,3,45829,0,-58.221458,14.168687,16.78,16.08,20326,0,0,0,23406,0,0,0,0,0,0,6152,0,5745,4,0,39,15849,0,192510289,660,5.684,30.502243,16690,394,0
Data,2020-01-22 15:18:19.750Z,266.25,266,3,669,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,266.25,301.38,30.8,26.294964,-16.037919,0.67,-18.12,10268.82,30.8,121.38,10,3,26332,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.684,30.502243,16690,394,0
Data,2020-01-22 15:18:20.000Z,266.5,266.5,3,670,0,266.5,278.005035,-34.947655,31.805518,-5.763322,0.225236,-45.918849,-34.914988,343.516001,344.325343,-17.886905,9978.40279,0,266.5,301.77,30.59,26.006654,-16.105963,0.66,-18.15,10263.04,30.59,121.77,10,3,2010,0,-58.2215,14.168481,12.89,13.43,28036,0,0,0,33216,0,0,0,0,0,0,6152,0,5729,4,0,39,58032,0,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:20.250Z,266.75,266.5,3,670,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,266.75,302.57,30.42,25.63598,-16.375987,0.59,-18.15,10257.23,30.42,122.57,10,3,24291,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:20.500Z,267,267,3,671,0,267,278.328918,-34.886837,32.098713,-6.41022,0.228419,-45.780923,-34.8537,343.489305,344.309824,-16.241148,9970.282216,0,267,302.83,30.38,25.527793,-16.470464,0.64,-18.12,10251.48,30.38,122.83,11,3,19843,0,-58.221445,14.168354,9.85,10.62,38217,0,0,0,36193,0,0,0,0,0,0,6152,0,5725,4,0,39,61426,0,192510289,660,5.71,30.502243,16690,12029,0
Data,2020-01-22 15:18:20.750Z,267.25,267,3,671,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,267.25,303.48,30.4,25.355984,-16.770034,0.53,-18.13,10244.93,30.4,123.48,11,3,5049,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.71,30.502243,16690,12029,0
Data,2020-01-22 15:18:21.000Z,267.5,267.5,3,672,0,267.5,278.685913,-34.85326,32.291259,-6.981382,0.230259,-45.69639,-34.819852,343.411794,344.238625,-17.883219,9961.340607,0,267.5,303.66,30.25,25.178324,-16.76647,0.46,-18.26,10239.44,30.25,123.66,11,3,42546,0,-58.221368,14.168256,7.15,7.72,15871,0,0,0,65490,0,0,0,0,0,0,6152,0,5781,4,0,39,51780,0,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:21.250Z,267.75,267.5,3,672,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,267.75,304.03,30.24,25.061239,-16.923118,0.43,-18.29,10234.55,30.24,124.03,11,3,26909,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:21.500Z,268,268,3,673,0,268,279.067078,-34.842537,32.586757,-7.549051,0.232295,-45.603872,-34.808832,343.293027,344.126854,-19.070507,9951.805353,0,268,304.41,30.29,24.989701,-17.117212,0.43,-18.15,10229.46,30.29,124.41,12,3,41347,0,-58.22127,14.168165,5.27,5.77,21430,0,0,0,65535,0,0,0,0,0,0,6152,0,5810,4,0,39,16092,0,192510289,660,5.697,30.502243,16690,51063,0
Data,2020-01-22 15:18:21.750Z,268.25,268,3,673,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,268.25,304.94,30.34,24.871283,-17.376273,0.34,-17.77,10224.09,30.34,124.94,12,3,28188,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.697,30.502243,16690,51063,0
Data,2020-01-22 15:18:22.000Z,268.5,268.5,3,674,0,268.5,279.444214,-34.811771,32.954012,-8.020191,0.235311,-45.474108,-34.777624,343.20476,344.049101,-18.845012,9942.382847,0,268.5,304.9,30.29,24.8424,-17.330299,0.28,-17.94,10219.51,30.29,124.9,12,3,12784,0,-58.221169,14.168075,4.01,4.51,55997,0,0,0,18832,0,0,0,0,0,0,6152,0,5741,4,0,39,48861,0,192510289,660,5.691,30.466412,16690,35195,0
Data,2020-01-22 15:18:22.250Z,268.75,268.5,3,674,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,268.75,304.87,29.8,24.44945,-17.037148,0.33,-17.81,10215.4,29.8,124.87,12,3,21852,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.691,30.466412,16690,35195,0
Data,2020-01-22 15:18:22.500Z,269,269,3,675,0,269,279.789948,-34.756771,32.956068,-8.473959,0.236316,-45.424015,-34.72247,343.162587,344.010237,-17.256659,9933.754517,0,269,305.79,30.04,24.367424,-17.567876,0.41,-17.7,10210.61,30.04,125.79,12,3,51648,0,-58.221071,14.167987,3.18,3.59,64558,0,0,0,65535,0,0,0,0,0,0,6152,0,5782,4,0,39,33057,0,192510289,660,5.697,30.502243,16690,51063,0
Data,2020-01-22 15:18:22.750Z,269.25,269,3,675,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,269.25,305.63,30.05,24.424515,-17.505586,0.34,-17.89,10205.95,30.05,125.63,12,3,12924,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.697,30.502243,16690,51063,0
Data,2020-01-22 15:18:23.000Z,269.5,269.5,3,676,0,269.5,280.123932,-34.723183,33.349764,-8.994406,0.239649,-45.285392,-34.688394,343.093856,343.953181,-16.653095,9925.42797,0,269.5,305.63,30.25,24.587074,-17.622096,0.31,-18.02,10201.25,30.25,125.63,12,3,10727,0,-58.220965,14.167901,2.59,2.99,59586,0,0,0,13874,0,0,0,0,0,0,6152,0,5732,4,0,39,10375,0,192510289,660,5.736,30.466412,16690,40009,0
Data,2020-01-22 15:18:23.250Z,269.75,269.5,3,676,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,269.75,305.92,30.12,24.392288,-17.670051,0.27,-18.14,10196.86,30.12,125.92,12,3,18643,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.736,30.466412,16690,40009,0
Data,2020-01-22 15:18:23.500Z,270,270,3,677,0,270,280.526062,-34.670113,33.593302,-9.365936,0.242319,-45.17106,-34.634928,343.029459,343.898016,-20.028322,9915.413808,0,270,305.99,30.03,24.297861,-17.646951,0.33,-18.08,10192.52,30.03,125.99,12,3,20079,0,-58.22086,14.167818,2.5,2.88,4683,0,0,0,13952,0,0,0,0,0,0,6152,0,5725,4,0,39,30958,0,192510289,660,5.684,30.502243,16690,394,0
Data,2020-01-22 15:18:23.750Z,270.25,270,3,677,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,270.25,306.21,30.15,24.326745,-17.811007,0.37,-18.09,10188.37,30.15,126.21,11,3,57367,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.684,30.502243,16690,394,0
Data,2020-01-22 15:18:24.000Z,270.5,270.5,3,678,0,270.5,280.872589,-34.600513,33.462466,-9.779787,0.242739,-45.143976,-34.565258,343.008443,343.878197,-17.240415,9906.793601,0,270.5,306.23,30.33,24.465724,-17.925883,0.33,-18.3,10183.92,30.33,126.23,11,3,46497,0,-58.220749,14.167728,2.33,2.71,1715,0,0,0,39040,0,0,0,0,0,0,6152,0,5775,4,0,39,19982,0,192510289,660,5.678,30.466412,16690,21813,0
Data,2020-01-22 15:18:24.250Z,270.75,270.5,3,678,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,270.75,306.32,30.33,24.437536,-17.964291,0.31,-18.15,10179.61,30.33,126.32,12,3,51787,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.678,30.466412,16690,21813,0
Data,2020-01-22 15:18:24.500Z,271,271,3,679,0,271,281.252014,-34.565708,33.60467,-10.175736,0.244279,-45.073796,-34.530224,342.926063,343.801004,-18.856912,9897.365145,0,271,306.69,30.21,24.224793,-18.050028,0.42,-17.9,10175.22,30.21,126.69,13,3,55935,0,-58.220636,14.167645,2.19,2.59,38348,0,0,0,65535,0,0,0,0,0,0,6152,0,5750,4,0,39,27557,0,192510289,660,5.704,30.466412,16690,27175,0
Data,2020-01-22 15:18:24.750Z,271.25,271,3,679,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,271.25,306.53,30.37,24.403671,-18.077548,0.37,-18.2,10170.87,30.37,126.53,13,3,7166,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.704,30.466412,16690,27175,0
Data,2020-01-22 15:18:25.000Z,271.5,271.5,3,680,0,271.5,281.627075,-34.54002,34.376761,-10.585538,0.250193,-44.842489,-34.503673,342.832294,343.728106,-18.617444,9888.056423,0,271.5,306.62,30.35,24.359192,-18.103929,0.4,-18.31,10166.3,30.35,126.62,13,3,3627,0,-58.220524,14.167561,2.07,2.48,48251,0,0,0,65535,0,0,0,0,0,0,6152,0,5782,4,0,39,33057,0,192510289,660,5.73,30.466412,16690,53946,0
Data,2020-01-22 15:18:25.250Z,271.75,271.5,3,680,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,271.75,306.78,30.53,24.452711,-18.279656,0.37,-18.19,10161.83,30.53,126.78,12,3,7201,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.73,30.466412,16690,53946,0
Data,2020-01-22 15:18:25.500Z,272,272,3,681,0,272,281.990448,-34.516285,35.368333,-10.974876,0.257683,-44.559811,-34.478846,342.739978,343.662303,-18.015565,9879.04864,0,272,306.63,30.5,24.476408,-18.197677,0.36,-18.24,10157.28,30.5,126.63,12,3,47699,0,-58.220412,14.167479,1.98,2.4,38642,0,0,0,65535,0,0,0,0,0,0,6152,0,5843,4,0,39,22771,0,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:25.750Z,272.25,272,3,681,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,272.25,306.95,30.63,24.478283,-18.41224,0.39,-18.25,10152.71,30.63,126.95,12,3,60091,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.704,30.502243,16690,2908,0
Data,2020-01-22 15:18:26.000Z,272.5,272.5,3,682,0,272.5,282.379242,-34.467609,35.612642,-11.298353,0.260352,-44.452332,-34.429775,342.674831,343.606355,-19.253204,9869.422038,0,272.5,306.98,30.79,24.596454,-18.5213,0.31,-18.13,10148.03,30.79,126.98,13,3,7922,0,-58.220301,14.167396,1.91,2.35,13459,0,0,0,65535,0,0,0,0,0,0,6152,0,5719,4,0,39,37348,0,192510289,660,5.691,30.466412,16690,35195,0
Data,2020-01-22 15:18:26.250Z,272.75,272.5,3,682,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,272.75,306.87,30.78,24.623967,-18.468044,0.25,-18.06,10143.49,30.78,126.87,13,3,21285,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.691,30.466412,16690,35195,0
Data,2020-01-22 15:18:26.500Z,273,273,3,683,0,273,282.706879,-34.383396,35.582708,-11.550689,0.261995,-44.383721,-34.34531,342.682068,343.619168,-16.20864,9861.317718,0,273,307.06,30.74,24.530669,-18.525492,0.18,-18.13,10139.08,30.74,127.06,13,3,22352,0,-58.220191,14.167313,1.86,2.31,20815,0,0,0,15325,0,0,0,0,0,0,6152,0,5737,4,0,39,31501,0,192510289,660,5.684,30.466412,16690,24817,0
Data,2020-01-22 15:18:26.750Z,273.25,273,3,683,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,273.25,307.13,31.06,24.763143,-18.748609,0.28,-17.71,10134.61,31.06,127.13,13,3,53408,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.684,30.466412,16690,24817,0
Data,2020-01-22 15:18:27.000Z,273.5,273.5,3,684,0,273.5,283.103668,-34.329952,35.223411,-11.849734,0.260351,-44.428787,-34.292096,342.621308,343.552144,-19.610247,9851.512595,0,273.5,306.98,30.77,24.580477,-18.509269,0.32,-17.82,10130.09,30.77,126.98,13,3,49034,0,-58.220079,14.167227,1.82,2.25,56957,0,0,0,26977,0,0,0,0,0,0,6152,0,5770,4,0,39,27069,0,192510289,660,5.678,30.466412,16690,21813,0
Data,2020-01-22 15:18:27.250Z,273.75,273.5,3,684,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,273.75,307.44,30.77,24.431085,-18.706015,0.33,-18.06,10125.47,30.77,127.44,13,3,15742,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,192510289,660,5.678,30.466412,16690,21813,0
